"Time [ms]","CPU usage [%]","GC activity [%]","Size [B]","Used [B]","Total loaded","Shared loaded","Live","Daemon"
"09:28:43.520, 22 de jun. de 2023","0,2","0,0","715.653.120","410.089.680","4.446","0","20","17"
"09:28:44.521, 22 de jun. de 2023","0,0","0,0","715.653.120","410.299.408","4.446","0","20","17"
"09:28:45.522, 22 de jun. de 2023","0,1","0,0","715.653.120","410.509.056","4.446","0","20","17"
"09:28:46.522, 22 de jun. de 2023","0,0","0,0","715.653.120","410.930.352","4.447","0","20","17"
"09:28:47.523, 22 de jun. de 2023","0,1","0,0","715.653.120","411.141.000","4.447","0","20","17"
"09:28:48.523, 22 de jun. de 2023","0,1","0,0","715.653.120","411.350.648","4.448","0","20","17"
"09:28:49.524, 22 de jun. de 2023","0,1","0,0","715.653.120","411.770.032","4.448","0","20","17"
"09:28:50.524, 22 de jun. de 2023","0,0","0,0","715.653.120","411.979.760","4.448","0","20","17"
"09:28:51.525, 22 de jun. de 2023","0,1","0,0","715.653.120","412.189.392","4.448","0","20","17"
"09:28:52.525, 22 de jun. de 2023","0,1","0,0","715.653.120","412.399.032","4.448","0","20","17"
"09:28:53.525, 22 de jun. de 2023","0,0","0,0","715.653.120","412.819.480","4.448","0","20","17"
"09:28:54.526, 22 de jun. de 2023","0,1","0,0","715.653.120","413.030.128","4.448","0","20","17"
"09:28:55.526, 22 de jun. de 2023","0,1","0,0","715.653.120","413.239.792","4.448","0","20","17"
"09:28:56.527, 22 de jun. de 2023","0,0","0,0","715.653.120","413.660.072","4.448","0","20","17"
"09:28:57.527, 22 de jun. de 2023","0,0","0,0","715.653.120","413.870.720","4.448","0","20","17"
"09:28:58.528, 22 de jun. de 2023","0,1","0,0","715.653.120","414.080.368","4.448","0","20","17"
"09:28:59.528, 22 de jun. de 2023","0,1","0,0","715.653.120","414.627.664","4.448","0","20","17"
"09:29:00.529, 22 de jun. de 2023","0,0","0,0","715.653.120","414.837.328","4.448","0","20","17"
"09:29:01.529, 22 de jun. de 2023","0,4","0,0","715.653.120","415.046.976","4.448","0","20","17"
"09:29:02.530, 22 de jun. de 2023","0,0","0,0","715.653.120","415.256.608","4.448","0","20","17"
"09:29:03.530, 22 de jun. de 2023","0,1","0,0","715.653.120","415.676.984","4.448","0","20","17"
"09:29:04.531, 22 de jun. de 2023","0,1","0,0","715.653.120","415.886.640","4.448","0","20","17"
"09:29:05.531, 22 de jun. de 2023","0,0","0,0","715.653.120","416.096.280","4.448","0","20","17"
"09:29:06.531, 22 de jun. de 2023","3,8","0,0","715.653.120","443.624.072","4.448","0","435","432"
"09:29:07.531, 22 de jun. de 2023","38,0","0,0","638.582.784","341.868.800","4.448","0","524","520"
"09:29:08.531, 22 de jun. de 2023","27,0","0,0","638.582.784","446.879.904","4.448","0","524","520"
"09:29:09.532, 22 de jun. de 2023","25,3","0,1","627.572.736","313.270.368","4.448","0","524","520"
"09:29:10.532, 22 de jun. de 2023","26,0","0,0","627.572.736","412.989.480","4.448","0","523","521"
"09:29:11.532, 22 de jun. de 2023","25,2","0,0","608.174.080","263.975.456","4.449","0","523","520"
"09:29:12.532, 22 de jun. de 2023","26,2","0,0","608.174.080","360.616.224","4.449","0","521","520"
"09:29:13.532, 22 de jun. de 2023","25,2","0,0","608.174.080","456.167.120","4.451","0","524","521"
"09:29:14.532, 22 de jun. de 2023","26,1","0,0","590.872.576","312.641.304","4.451","0","522","519"
"09:29:15.532, 22 de jun. de 2023","25,0","0,0","590.872.576","405.034.640","4.452","0","523","520"
"09:29:16.532, 22 de jun. de 2023","24,7","0,0","671.612.928","267.089.944","4.452","0","21","18"
"09:29:17.533, 22 de jun. de 2023","0,3","0,0","671.612.928","268.548.696","4.452","0","20","17"
"09:29:18.533, 22 de jun. de 2023","0,0","0,0","671.612.928","268.864.344","4.452","0","20","17"
"09:29:19.534, 22 de jun. de 2023","0,1","0,0","671.612.928","269.180.024","4.452","0","20","17"
"09:29:20.534, 22 de jun. de 2023","0,1","0,0","671.612.928","269.389.784","4.452","0","20","17"
"09:29:21.535, 22 de jun. de 2023","0,1","0,0","671.612.928","269.705.432","4.452","0","20","17"
"09:29:22.536, 22 de jun. de 2023","0,0","0,0","671.612.928","269.928.320","4.452","0","20","17"
"09:29:23.536, 22 de jun. de 2023","0,1","0,0","671.612.928","270.263.360","4.452","0","20","17"
"09:29:24.537, 22 de jun. de 2023","0,0","0,0","671.612.928","270.473.608","4.452","0","20","17"
"09:29:25.537, 22 de jun. de 2023","0,0","0,0","671.612.928","270.788.968","4.452","0","20","17"
"09:29:26.538, 22 de jun. de 2023","0,1","0,0","671.612.928","270.999.032","4.452","0","20","17"
"09:29:27.538, 22 de jun. de 2023","0,1","0,0","671.612.928","271.710.528","4.452","0","20","17"
"09:29:28.539, 22 de jun. de 2023","0,0","0,0","671.612.928","272.038.288","4.452","0","20","17"
"09:29:29.539, 22 de jun. de 2023","0,1","0,0","671.612.928","272.248.080","4.452","0","20","17"
"09:29:30.540, 22 de jun. de 2023","0,0","0,0","671.612.928","272.563.232","4.452","0","20","17"
"09:29:31.540, 22 de jun. de 2023","0,1","0,0","671.612.928","272.773.992","4.452","0","20","17"
"09:29:32.541, 22 de jun. de 2023","0,0","0,0","671.612.928","273.089.168","4.452","0","20","17"
"09:29:33.541, 22 de jun. de 2023","0,1","0,0","671.612.928","273.319.376","4.452","0","20","17"
"09:29:34.542, 22 de jun. de 2023","0,0","0,0","671.612.928","273.649.104","4.452","0","20","17"
"09:29:35.542, 22 de jun. de 2023","0,1","0,0","671.612.928","273.858.880","4.452","0","20","17"
"09:29:36.543, 22 de jun. de 2023","1,0","0,0","671.612.928","274.173.688","4.452","0","20","17"
"09:29:37.543, 22 de jun. de 2023","0,3","0,0","671.612.928","274.383.488","4.452","0","20","17"
"09:29:38.544, 22 de jun. de 2023","0,6","0,0","671.612.928","274.699.648","4.452","0","20","17"
"09:29:39.544, 22 de jun. de 2023","0,0","0,0","671.612.928","275.015.400","4.452","0","20","17"
"09:29:40.545, 22 de jun. de 2023","0,1","0,0","671.612.928","275.239.288","4.452","0","20","17"
"09:29:41.545, 22 de jun. de 2023","1,1","0,0","671.612.928","275.554.392","4.452","0","20","17"
"09:29:42.546, 22 de jun. de 2023","0,2","0,0","671.612.928","275.765.168","4.452","0","20","17"
"09:29:43.546, 22 de jun. de 2023","0,0","0,0","671.612.928","276.101.728","4.452","0","20","17"
"09:29:44.547, 22 de jun. de 2023","2,1","0,0","671.612.928","276.311.528","4.452","0","20","17"
"09:29:45.547, 22 de jun. de 2023","0,0","0,0","671.612.928","276.628.208","4.452","0","20","17"
"09:29:46.548, 22 de jun. de 2023","0,2","0,0","671.612.928","276.852.080","4.452","0","20","17"
"09:29:47.548, 22 de jun. de 2023","0,1","0,0","671.612.928","277.169.744","4.452","0","20","17"
"09:29:48.549, 22 de jun. de 2023","0,0","0,0","671.612.928","277.380.520","4.452","0","20","17"
"09:29:49.549, 22 de jun. de 2023","0,1","0,0","671.612.928","277.696.576","4.452","0","20","17"
"09:29:50.550, 22 de jun. de 2023","0,0","0,0","671.612.928","277.907.360","4.452","0","20","17"
"09:29:51.550, 22 de jun. de 2023","0,3","0,0","671.612.928","278.225.408","4.452","0","20","17"
"09:29:52.550, 22 de jun. de 2023","0,0","0,0","671.612.928","278.448.304","4.452","0","20","17"
"09:29:53.550, 22 de jun. de 2023","0,0","0,0","671.612.928","278.785.512","4.452","0","20","17"
"09:29:54.551, 22 de jun. de 2023","0,1","0,0","671.612.928","278.996.272","4.452","0","20","17"
"09:29:55.551, 22 de jun. de 2023","0,0","0,0","671.612.928","279.310.928","4.452","0","20","17"
"09:29:56.552, 22 de jun. de 2023","0,2","0,0","671.612.928","279.521.184","4.452","0","20","17"
"09:29:57.553, 22 de jun. de 2023","0,1","0,0","671.612.928","279.836.896","4.452","0","20","17"
"09:29:58.553, 22 de jun. de 2023","0,1","0,0","671.612.928","280.060.800","4.452","0","20","17"
"09:29:59.553, 22 de jun. de 2023","0,1","0,0","671.612.928","280.375.464","4.452","0","20","17"
"09:30:00.554, 22 de jun. de 2023","0,1","0,0","671.612.928","280.587.240","4.452","0","20","17"
"09:30:01.554, 22 de jun. de 2023","0,0","0,0","671.612.928","280.901.984","4.452","0","20","17"
"09:30:02.555, 22 de jun. de 2023","0,1","0,0","671.612.928","281.111.768","4.452","0","20","17"
"09:30:03.555, 22 de jun. de 2023","0,1","0,0","671.612.928","281.448.320","4.452","0","20","17"
"09:30:04.556, 22 de jun. de 2023","0,0","0,0","671.612.928","281.672.680","4.452","0","20","17"
"09:30:05.556, 22 de jun. de 2023","0,0","0,0","671.612.928","281.989.328","4.452","0","20","17"
"09:30:06.557, 22 de jun. de 2023","0,1","0,0","671.612.928","282.200.128","4.452","0","20","17"
"09:30:07.557, 22 de jun. de 2023","0,0","0,0","671.612.928","282.515.320","4.452","0","20","17"
"09:30:08.558, 22 de jun. de 2023","0,2","0,0","671.612.928","282.725.120","4.452","0","20","17"
"09:30:09.558, 22 de jun. de 2023","0,1","0,0","671.612.928","283.040.784","4.452","0","20","17"
"09:30:10.559, 22 de jun. de 2023","0,0","0,0","671.612.928","283.264.696","4.452","0","20","17"
"09:30:11.559, 22 de jun. de 2023","0,1","0,0","671.612.928","283.580.344","4.452","0","20","17"
"09:30:12.560, 22 de jun. de 2023","0,0","0,0","671.612.928","283.791.136","4.452","0","20","17"
"09:30:13.560, 22 de jun. de 2023","0,1","0,0","671.612.928","284.126.672","4.452","0","20","17"
"09:30:14.561, 22 de jun. de 2023","0,1","0,0","671.612.928","284.336.456","4.452","0","20","17"
"09:30:15.561, 22 de jun. de 2023","0,0","0,0","671.612.928","284.652.584","4.452","0","20","17"
"09:30:16.562, 22 de jun. de 2023","0,1","0,0","671.612.928","284.875.928","4.452","0","20","17"
"09:30:17.562, 22 de jun. de 2023","0,0","0,0","671.612.928","285.192.584","4.452","0","20","17"
"09:30:18.563, 22 de jun. de 2023","0,0","0,0","671.612.928","285.509.240","4.452","0","20","17"
"09:30:19.563, 22 de jun. de 2023","0,1","0,0","671.612.928","285.719.000","4.452","0","20","17"
"09:30:20.564, 22 de jun. de 2023","0,3","0,0","671.612.928","286.035.160","4.452","0","20","17"
"09:30:21.564, 22 de jun. de 2023","0,1","0,0","671.612.928","286.244.928","4.452","0","20","17"
"09:30:22.565, 22 de jun. de 2023","0,0","0,0","671.612.928","286.572.680","4.452","0","20","17"
"09:30:23.565, 22 de jun. de 2023","0,1","0,0","671.612.928","286.802.336","4.452","0","20","17"
"09:30:24.566, 22 de jun. de 2023","0,1","0,0","671.612.928","287.117.488","4.452","0","20","17"
"09:30:25.566, 22 de jun. de 2023","0,0","0,0","671.612.928","287.327.288","4.452","0","20","17"
"09:30:26.567, 22 de jun. de 2023","0,1","0,0","671.612.928","287.642.984","4.452","0","20","17"
"09:30:27.567, 22 de jun. de 2023","0,2","0,0","671.612.928","287.853.304","4.452","0","20","17"
"09:30:28.568, 22 de jun. de 2023","0,0","0,0","671.612.928","288.182.560","4.452","0","20","17"
"09:30:29.568, 22 de jun. de 2023","0,1","0,0","671.612.928","288.392.336","4.452","0","20","17"
"09:30:30.569, 22 de jun. de 2023","0,0","0,0","671.612.928","288.708.656","4.452","0","20","17"
"09:30:31.569, 22 de jun. de 2023","0,0","0,0","671.612.928","288.919.424","4.452","0","20","17"
"09:30:32.570, 22 de jun. de 2023","0,1","0,0","671.612.928","289.234.064","4.452","0","20","17"
"09:30:33.570, 22 de jun. de 2023","0,0","0,0","671.612.928","289.477.928","4.452","0","20","17"
"09:30:34.571, 22 de jun. de 2023","0,2","0,0","671.612.928","289.793.992","4.452","0","20","17"
"09:30:35.571, 22 de jun. de 2023","0,0","0,0","671.612.928","290.004.752","4.452","0","20","17"
"09:30:36.572, 22 de jun. de 2023","0,0","0,0","671.612.928","290.322.800","4.452","0","20","17"
"09:30:37.572, 22 de jun. de 2023","0,0","0,0","671.612.928","290.532.616","4.452","0","20","17"
"09:30:38.573, 22 de jun. de 2023","0,1","0,0","671.612.928","290.847.264","4.452","0","20","17"
"09:30:39.573, 22 de jun. de 2023","0,0","0,0","671.612.928","291.072.152","4.452","0","20","17"
"09:30:40.574, 22 de jun. de 2023","0,1","0,0","671.612.928","291.386.824","4.452","0","20","17"
"09:30:41.574, 22 de jun. de 2023","0,1","0,0","671.612.928","291.598.088","4.452","0","20","17"
"09:30:42.575, 22 de jun. de 2023","0,0","0,0","671.612.928","291.914.760","4.452","0","20","17"
"09:30:43.575, 22 de jun. de 2023","0,0","0,0","671.612.928","292.313.136","4.452","0","20","17"
"09:30:44.576, 22 de jun. de 2023","0,0","0,0","671.612.928","292.628.776","4.452","0","20","17"
"09:30:45.576, 22 de jun. de 2023","0,1","0,0","671.612.928","292.851.720","4.452","0","20","17"
"09:30:46.576, 22 de jun. de 2023","0,3","0,0","671.612.928","293.745.624","4.452","0","88","85"
"09:30:47.576, 22 de jun. de 2023","24,6","0,0","671.612.928","423.888.928","4.452","0","522","519"
"09:30:48.577, 22 de jun. de 2023","33,6","0,1","622.854.144","416.404.416","4.452","0","500","497"
"09:30:49.577, 22 de jun. de 2023","26,1","0,1","661.127.168","329.219.128","4.452","0","523","519"
"09:30:50.577, 22 de jun. de 2023","25,7","0,0","661.127.168","412.079.720","4.452","0","522","519"
"09:30:51.577, 22 de jun. de 2023","25,0","0,0","661.127.168","494.759.744","4.452","0","524","521"
"09:30:52.577, 22 de jun. de 2023","32,3","0,7","635.961.344","252.642.096","4.452","0","521","518"
"09:30:53.577, 22 de jun. de 2023","24,8","0,0","635.961.344","331.131.816","4.452","0","525","521"
"09:30:54.577, 22 de jun. de 2023","27,5","0,1","577.765.376","260.655.528","4.452","0","523","519"
"09:30:55.577, 22 de jun. de 2023","25,0","0,0","577.765.376","337.268.296","4.452","0","524","521"
"09:30:56.577, 22 de jun. de 2023","26,6","0,1","621.281.280","217.877.112","4.452","0","450","447"
"09:30:57.578, 22 de jun. de 2023","3,1","0,0","621.281.280","234.786.920","4.452","0","21","18"
"09:30:58.579, 22 de jun. de 2023","0,1","0,0","621.281.280","235.046.408","4.452","0","21","18"
"09:30:59.579, 22 de jun. de 2023","0,3","0,0","621.281.280","235.392.152","4.452","0","21","18"
"09:31:00.580, 22 de jun. de 2023","0,1","0,0","621.281.280","235.651.656","4.452","0","21","18"
"09:31:01.580, 22 de jun. de 2023","0,0","0,0","621.281.280","235.911.088","4.452","0","21","18"
"09:31:02.581, 22 de jun. de 2023","0,1","0,0","621.281.280","236.170.536","4.452","0","21","18"
"09:31:03.581, 22 de jun. de 2023","0,1","0,0","621.281.280","236.455.032","4.452","0","21","18"
"09:31:04.582, 22 de jun. de 2023","0,0","0,0","621.281.280","236.714.504","4.452","0","21","18"
"09:31:05.582, 22 de jun. de 2023","0,1","0,0","621.281.280","236.973.472","4.452","0","21","18"
"09:31:06.583, 22 de jun. de 2023","0,0","0,0","621.281.280","237.318.752","4.452","0","21","18"
"09:31:07.583, 22 de jun. de 2023","0,0","0,0","621.281.280","237.576.584","4.452","0","21","18"
"09:31:08.584, 22 de jun. de 2023","0,1","0,0","621.281.280","237.837.736","4.452","0","21","18"
"09:31:09.584, 22 de jun. de 2023","0,0","0,0","621.281.280","238.096.696","4.452","0","21","18"
"09:31:10.584, 22 de jun. de 2023","0,1","0,0","621.281.280","238.353.536","4.452","0","21","18"
"09:31:11.585, 22 de jun. de 2023","0,0","0,0","621.281.280","238.612.136","4.452","0","21","18"
"09:31:12.586, 22 de jun. de 2023","0,1","0,0","621.281.280","238.962.072","4.452","0","21","18"
"09:31:13.586, 22 de jun. de 2023","0,0","0,0","621.281.280","239.245.632","4.452","0","21","18"
"09:31:14.587, 22 de jun. de 2023","0,2","0,0","621.281.280","239.508.912","4.452","0","21","18"
"09:31:15.587, 22 de jun. de 2023","0,0","0,0","621.281.280","239.767.408","4.452","0","21","18"
"09:31:16.588, 22 de jun. de 2023","0,1","0,0","621.281.280","240.029.536","4.452","0","21","18"
"09:31:17.588, 22 de jun. de 2023","0,0","0,0","621.281.280","240.288.976","4.452","0","21","18"
"09:31:18.589, 22 de jun. de 2023","0,1","0,0","621.281.280","240.632.736","4.452","0","21","18"
"09:31:19.589, 22 de jun. de 2023","0,0","0,0","621.281.280","240.892.184","4.452","0","21","18"
"09:31:20.589, 22 de jun. de 2023","0,1","0,0","621.281.280","241.151.824","4.452","0","21","18"
"09:31:21.590, 22 de jun. de 2023","0,1","0,0","621.281.280","241.410.344","4.452","0","21","18"
"09:31:22.591, 22 de jun. de 2023","0,0","0,0","621.281.280","241.668.824","4.452","0","21","18"
"09:31:23.591, 22 de jun. de 2023","0,1","0,0","621.281.280","241.955.056","4.452","0","21","18"
"09:31:24.592, 22 de jun. de 2023","0,0","0,0","621.281.280","242.299.352","4.452","0","21","18"
"09:31:25.592, 22 de jun. de 2023","0,0","0,0","621.281.280","242.558.632","4.452","0","21","18"
"09:31:26.593, 22 de jun. de 2023","0,1","0,0","621.281.280","242.818.584","4.452","0","21","18"
"09:31:27.593, 22 de jun. de 2023","0,0","0,0","621.281.280","243.290.784","4.452","0","21","18"
"09:31:28.593, 22 de jun. de 2023","0,0","0,0","621.281.280","243.549.752","4.452","0","21","18"
"09:31:29.594, 22 de jun. de 2023","0,1","0,0","621.281.280","243.893.480","4.452","0","21","18"
"09:31:30.594, 22 de jun. de 2023","0,0","0,0","621.281.280","244.152.456","4.452","0","21","18"
"09:31:31.595, 22 de jun. de 2023","0,0","0,0","621.281.280","244.413.944","4.452","0","21","18"
"09:31:32.595, 22 de jun. de 2023","0,1","0,0","621.281.280","244.679.560","4.452","0","21","18"
"09:31:33.596, 22 de jun. de 2023","0,1","0,0","621.281.280","244.963.816","4.452","0","21","18"
"09:31:34.596, 22 de jun. de 2023","0,0","0,0","621.281.280","245.223.784","4.452","0","21","18"
"09:31:35.597, 22 de jun. de 2023","0,1","0,0","621.281.280","245.480.664","4.452","0","21","18"
"09:31:36.597, 22 de jun. de 2023","0,0","0,0","621.281.280","245.825.896","4.452","0","21","18"
"09:31:37.598, 22 de jun. de 2023","0,0","0,0","621.281.280","246.089.008","4.452","0","21","18"
"09:31:38.598, 22 de jun. de 2023","0,1","0,0","621.281.280","246.351.664","4.452","0","21","18"
"09:31:39.599, 22 de jun. de 2023","0,0","0,0","621.281.280","246.607.944","4.452","0","21","18"
"09:31:40.599, 22 de jun. de 2023","0,0","0,0","621.281.280","246.866.880","4.452","0","21","18"
"09:31:41.600, 22 de jun. de 2023","0,0","0,0","621.281.280","247.210.592","4.452","0","21","18"
"09:31:42.600, 22 de jun. de 2023","0,1","0,0","621.281.280","247.469.032","4.452","0","21","18"
"09:31:43.601, 22 de jun. de 2023","0,1","0,0","621.281.280","247.753.632","4.452","0","21","18"
