"Time [ms]","CPU usage [%]","GC activity [%]","Size [B]","Used [B]","Live","Daemon","Total loaded","Shared loaded"
"23:38:21.755, 6 de dez de 2022","0,2","0,0","398.458.912","194.311.688","20","14","2.613","1.144"
"23:38:22.755, 6 de dez de 2022","0,0","0,0","398.458.912","194.311.688","20","14","2.613","1.144"
"23:38:23.755, 6 de dez de 2022","0,2","0,0","398.458.912","195.360.264","20","14","2.613","1.144"
"23:38:24.755, 6 de dez de 2022","0,1","0,0","398.458.912","195.360.264","20","14","2.613","1.144"
"23:38:25.756, 6 de dez de 2022","0,1","0,0","398.458.912","195.360.264","20","14","2.613","1.144"
"23:38:26.756, 6 de dez de 2022","0,1","0,0","398.458.912","196.408.840","20","14","2.613","1.144"
"23:38:27.756, 6 de dez de 2022","0,1","0,0","398.458.912","196.408.840","20","14","2.613","1.144"
"23:38:28.757, 6 de dez de 2022","0,1","0,0","398.458.912","196.408.840","20","14","2.613","1.144"
"23:38:29.757, 6 de dez de 2022","0,1","0,0","398.458.912","196.408.840","20","14","2.613","1.144"
"23:38:30.757, 6 de dez de 2022","0,1","0,0","398.458.912","196.408.840","20","14","2.613","1.144"
"23:38:31.758, 6 de dez de 2022","0,2","0,0","398.458.912","196.408.840","20","14","2.613","1.144"
"23:38:32.758, 6 de dez de 2022","0,0","0,0","398.458.912","196.408.840","20","14","2.613","1.144"
"23:38:33.758, 6 de dez de 2022","4,1","0,1","79.691.808","4.397.136","23","17","2.633","1.146"
"23:38:34.759, 6 de dez de 2022","6,7","0,1","178.257.952","10.715.368","23","17","2.633","1.146"
"23:38:35.759, 6 de dez de 2022","3,4","0,0","178.257.952","54.767.224","23","17","2.633","1.146"
"23:38:36.759, 6 de dez de 2022","5,9","0,1","213.909.536","32.761.536","24","18","2.633","1.146"
"23:38:37.759, 6 de dez de 2022","4,7","0,0","213.909.536","84.125.528","24","18","2.633","1.146"
"23:38:38.760, 6 de dez de 2022","1,7","0,0","213.909.536","108.292.384","24","18","2.633","1.146"
"23:38:39.760, 6 de dez de 2022","0,2","0,0","213.909.536","108.292.384","24","18","2.633","1.146"
"23:38:40.760, 6 de dez de 2022","0,2","0,0","213.909.536","108.292.384","24","18","2.633","1.146"
"23:38:41.761, 6 de dez de 2022","0,2","0,0","213.909.536","108.292.384","24","18","2.633","1.146"
"23:38:42.761, 6 de dez de 2022","0,1","0,0","213.909.536","109.340.960","24","18","2.633","1.146"
"23:38:43.761, 6 de dez de 2022","0,1","0,0","213.909.536","109.340.960","24","18","2.633","1.146"
"23:38:44.762, 6 de dez de 2022","0,1","0,0","213.909.536","109.340.960","24","18","2.633","1.146"
"23:38:45.762, 6 de dez de 2022","0,1","0,0","213.909.536","109.340.960","24","18","2.633","1.146"
"23:38:46.762, 6 de dez de 2022","2,1","0,0","213.909.536","110.389.536","24","18","2.633","1.146"
"23:38:47.763, 6 de dez de 2022","0,1","0,0","213.909.536","110.389.536","24","18","2.633","1.146"
"23:38:48.763, 6 de dez de 2022","0,0","0,0","213.909.536","110.389.536","24","18","2.633","1.146"
"23:38:49.763, 6 de dez de 2022","0,1","0,0","213.909.536","110.389.536","24","18","2.633","1.146"
"23:38:50.764, 6 de dez de 2022","0,1","0,0","213.909.536","110.389.536","24","18","2.633","1.146"
"23:38:51.764, 6 de dez de 2022","0,2","0,0","213.909.536","110.389.536","24","18","2.633","1.146"
"23:38:52.764, 6 de dez de 2022","0,3","0,0","213.909.536","111.438.112","24","18","2.633","1.146"
"23:38:53.765, 6 de dez de 2022","0,1","0,0","213.909.536","111.438.112","24","18","2.633","1.146"
"23:38:54.765, 6 de dez de 2022","0,1","0,0","213.909.536","111.438.112","24","18","2.633","1.146"
"23:38:55.765, 6 de dez de 2022","0,1","0,0","213.909.536","111.438.112","24","18","2.633","1.146"
"23:38:56.766, 6 de dez de 2022","0,1","0,0","213.909.536","111.438.112","24","18","2.633","1.146"
"23:38:57.766, 6 de dez de 2022","0,1","0,0","213.909.536","111.438.112","24","18","2.633","1.146"
"23:38:58.766, 6 de dez de 2022","2,1","0,0","213.909.536","112.486.688","24","18","2.633","1.146"
"23:38:59.767, 6 de dez de 2022","0,1","0,0","213.909.536","112.486.688","24","18","2.633","1.146"
"23:39:00.767, 6 de dez de 2022","0,1","0,0","213.909.536","112.486.688","24","18","2.633","1.146"
"23:39:01.767, 6 de dez de 2022","0,0","0,0","213.909.536","112.486.688","24","18","2.633","1.146"
"23:39:02.768, 6 de dez de 2022","0,2","0,0","213.909.536","112.486.688","24","18","2.633","1.146"
"23:39:03.768, 6 de dez de 2022","0,1","0,0","213.909.536","113.535.264","24","18","2.633","1.146"
"23:39:04.768, 6 de dez de 2022","0,0","0,0","213.909.536","113.535.264","24","18","2.633","1.146"
"23:39:05.769, 6 de dez de 2022","0,2","0,0","213.909.536","113.535.264","24","18","2.633","1.146"
"23:39:06.769, 6 de dez de 2022","0,1","0,0","213.909.536","113.535.264","24","18","2.633","1.146"
"23:39:07.769, 6 de dez de 2022","0,1","0,0","213.909.536","113.535.264","24","18","2.633","1.146"
"23:39:08.769, 6 de dez de 2022","0,2","0,0","213.909.536","113.535.264","23","17","2.633","1.146"
"23:39:09.770, 6 de dez de 2022","0,1","0,0","213.909.536","114.583.840","23","17","2.633","1.146"
"23:39:10.770, 6 de dez de 2022","0,1","0,0","213.909.536","114.583.840","23","17","2.633","1.146"
"23:39:11.770, 6 de dez de 2022","0,1","0,0","213.909.536","114.583.840","23","17","2.633","1.146"
"23:39:12.771, 6 de dez de 2022","0,1","0,0","213.909.536","114.583.840","23","17","2.633","1.146"
"23:39:13.771, 6 de dez de 2022","0,2","0,0","213.909.536","114.583.840","23","17","2.633","1.146"
"23:39:14.771, 6 de dez de 2022","0,1","0,0","213.909.536","114.583.840","23","17","2.633","1.146"
"23:39:15.772, 6 de dez de 2022","0,0","0,0","213.909.536","115.632.416","23","17","2.633","1.146"
"23:39:16.772, 6 de dez de 2022","0,2","0,0","213.909.536","115.632.416","23","17","2.633","1.146"
"23:39:17.772, 6 de dez de 2022","0,0","0,0","213.909.536","115.632.416","23","17","2.633","1.146"
"23:39:18.773, 6 de dez de 2022","0,2","0,0","213.909.536","115.632.416","23","17","2.633","1.146"
"23:39:19.773, 6 de dez de 2022","0,1","0,0","213.909.536","115.632.416","23","17","2.633","1.146"
"23:39:20.773, 6 de dez de 2022","0,0","0,0","213.909.536","116.680.992","23","17","2.633","1.146"
"23:39:21.774, 6 de dez de 2022","0,1","0,0","213.909.536","116.680.992","23","17","2.633","1.146"
"23:39:22.774, 6 de dez de 2022","0,2","0,0","213.909.536","116.680.992","23","17","2.633","1.146"
"23:39:23.774, 6 de dez de 2022","0,0","0,0","213.909.536","116.680.992","23","17","2.633","1.146"
"23:39:24.775, 6 de dez de 2022","0,1","0,0","213.909.536","116.680.992","23","17","2.633","1.146"
"23:39:25.775, 6 de dez de 2022","0,1","0,0","213.909.536","116.680.992","23","17","2.633","1.146"
"23:39:26.775, 6 de dez de 2022","0,2","0,0","213.909.536","117.729.568","23","17","2.633","1.146"
"23:39:27.776, 6 de dez de 2022","0,1","0,0","213.909.536","117.729.568","23","17","2.633","1.146"
"23:39:28.776, 6 de dez de 2022","0,1","0,0","213.909.536","117.729.568","23","17","2.633","1.146"
"23:39:29.776, 6 de dez de 2022","0,3","0,0","213.909.536","117.729.568","23","17","2.633","1.146"
"23:39:30.777, 6 de dez de 2022","0,1","0,0","213.909.536","117.729.568","23","17","2.633","1.146"
"23:39:31.777, 6 de dez de 2022","0,0","0,0","213.909.536","117.729.568","23","17","2.633","1.146"
"23:39:32.777, 6 de dez de 2022","0,1","0,0","213.909.536","118.778.144","23","17","2.633","1.146"
"23:39:33.778, 6 de dez de 2022","0,1","0,0","213.909.536","118.778.144","23","17","2.633","1.146"
"23:39:34.778, 6 de dez de 2022","0,1","0,0","213.909.536","118.778.144","23","17","2.633","1.146"
"23:39:35.778, 6 de dez de 2022","3,9","0,0","213.909.536","118.778.144","23","17","2.633","1.146"
"23:39:36.778, 6 de dez de 2022","1,3","0,0","213.909.536","118.778.144","23","17","2.633","1.146"
"23:39:37.779, 6 de dez de 2022","0,1","0,0","213.909.536","119.826.720","23","17","2.633","1.146"
"23:39:38.779, 6 de dez de 2022","0,1","0,0","213.909.536","119.826.720","22","16","2.633","1.146"
"23:39:39.779, 6 de dez de 2022","0,1","0,0","213.909.536","119.826.720","22","16","2.633","1.146"
"23:39:40.780, 6 de dez de 2022","0,1","0,0","213.909.536","119.826.720","22","16","2.633","1.146"
"23:39:41.780, 6 de dez de 2022","0,2","0,0","213.909.536","119.826.720","22","16","2.633","1.146"
"23:39:42.780, 6 de dez de 2022","0,3","0,0","213.909.536","119.826.720","22","16","2.633","1.146"
"23:39:43.781, 6 de dez de 2022","0,1","0,0","213.909.536","120.875.296","22","16","2.633","1.146"
"23:39:44.781, 6 de dez de 2022","0,1","0,0","213.909.536","120.875.296","22","16","2.633","1.146"
"23:39:45.781, 6 de dez de 2022","0,1","0,0","213.909.536","120.875.296","22","16","2.633","1.146"
"23:39:46.781, 6 de dez de 2022","0,1","0,0","213.909.536","120.875.296","22","16","2.633","1.146"
"23:39:47.782, 6 de dez de 2022","0,1","0,0","213.909.536","120.875.296","22","16","2.633","1.146"
"23:39:48.782, 6 de dez de 2022","0,0","0,0","213.909.536","120.875.296","22","16","2.633","1.146"
"23:39:49.782, 6 de dez de 2022","0,2","0,0","213.909.536","121.923.872","22","16","2.633","1.146"
"23:39:50.783, 6 de dez de 2022","0,0","0,0","213.909.536","121.923.872","22","16","2.633","1.146"
"23:39:51.783, 6 de dez de 2022","0,2","0,0","213.909.536","121.923.872","22","16","2.633","1.146"
"23:39:52.783, 6 de dez de 2022","0,1","0,0","213.909.536","121.923.872","22","16","2.633","1.146"
"23:39:53.784, 6 de dez de 2022","0,1","0,0","213.909.536","121.923.872","22","16","2.633","1.146"
"23:39:54.784, 6 de dez de 2022","0,0","0,0","213.909.536","121.923.872","22","16","2.633","1.146"
"23:39:55.784, 6 de dez de 2022","0,1","0,0","213.909.536","122.972.448","22","16","2.633","1.146"
"23:39:56.785, 6 de dez de 2022","0,1","0,0","213.909.536","122.972.448","22","16","2.633","1.146"
"23:39:57.785, 6 de dez de 2022","0,1","0,0","213.909.536","122.972.448","22","16","2.633","1.146"
"23:39:58.785, 6 de dez de 2022","0,2","0,0","213.909.536","122.972.448","22","16","2.633","1.146"
"23:39:59.786, 6 de dez de 2022","0,1","0,0","213.909.536","122.972.448","22","16","2.633","1.146"
"23:40:00.786, 6 de dez de 2022","0,0","0,0","213.909.536","122.972.448","22","16","2.633","1.146"
"23:40:01.786, 6 de dez de 2022","0,2","0,0","213.909.536","124.021.024","22","16","2.633","1.146"
"23:40:02.787, 6 de dez de 2022","0,1","0,0","213.909.536","124.021.024","22","16","2.633","1.146"
"23:40:03.787, 6 de dez de 2022","0,1","0,0","213.909.536","124.021.024","22","16","2.633","1.146"
"23:40:04.787, 6 de dez de 2022","0,0","0,0","213.909.536","124.021.024","22","16","2.633","1.146"
"23:40:05.788, 6 de dez de 2022","0,4","0,0","213.909.536","124.021.024","22","16","2.633","1.146"
"23:40:06.788, 6 de dez de 2022","0,1","0,0","213.909.536","124.021.024","22","16","2.633","1.146"
"23:40:07.788, 6 de dez de 2022","0,1","0,0","213.909.536","125.069.600","22","16","2.633","1.146"
"23:40:08.789, 6 de dez de 2022","0,1","0,0","213.909.536","125.069.600","21","15","2.633","1.146"
"23:40:09.789, 6 de dez de 2022","0,2","0,0","213.909.536","125.069.600","21","15","2.633","1.146"
"23:40:10.789, 6 de dez de 2022","0,1","0,0","213.909.536","125.069.600","21","15","2.633","1.146"
"23:40:11.790, 6 de dez de 2022","0,1","0,0","213.909.536","125.069.600","21","15","2.633","1.146"
"23:40:12.790, 6 de dez de 2022","0,1","0,0","213.909.536","125.069.600","21","15","2.633","1.146"
"23:40:13.790, 6 de dez de 2022","0,2","0,0","213.909.536","126.118.176","21","15","2.633","1.146"
"23:40:14.791, 6 de dez de 2022","0,1","0,0","213.909.536","126.118.176","21","15","2.633","1.146"
"23:40:15.791, 6 de dez de 2022","0,1","0,0","213.909.536","126.118.176","21","15","2.633","1.146"
"23:40:16.791, 6 de dez de 2022","0,1","0,0","213.909.536","126.118.176","21","15","2.633","1.146"
"23:40:17.792, 6 de dez de 2022","0,1","0,0","213.909.536","126.118.176","21","15","2.633","1.146"
"23:40:18.792, 6 de dez de 2022","0,1","0,0","213.909.536","126.118.176","21","15","2.633","1.146"
"23:40:19.792, 6 de dez de 2022","0,2","0,0","213.909.536","127.166.752","21","15","2.633","1.146"
"23:40:20.793, 6 de dez de 2022","0,1","0,0","213.909.536","127.166.752","21","15","2.633","1.146"
"23:40:21.793, 6 de dez de 2022","0,0","0,0","213.909.536","127.166.752","21","15","2.633","1.146"
"23:40:22.793, 6 de dez de 2022","0,1","0,0","213.909.536","127.166.752","21","15","2.633","1.146"
"23:40:23.794, 6 de dez de 2022","0,1","0,0","213.909.536","127.166.752","21","15","2.633","1.146"
"23:40:24.794, 6 de dez de 2022","0,1","0,0","213.909.536","127.166.752","21","15","2.633","1.146"
"23:40:25.794, 6 de dez de 2022","0,1","0,0","213.909.536","128.215.328","21","15","2.633","1.146"
"23:40:26.795, 6 de dez de 2022","0,2","0,0","213.909.536","128.215.328","21","15","2.633","1.146"
"23:40:27.795, 6 de dez de 2022","0,1","0,0","213.909.536","128.215.328","21","15","2.633","1.146"
"23:40:28.795, 6 de dez de 2022","0,1","0,0","213.909.536","128.215.328","21","15","2.633","1.146"
"23:40:29.796, 6 de dez de 2022","0,0","0,0","213.909.536","128.215.328","21","15","2.633","1.146"
"23:40:30.796, 6 de dez de 2022","0,1","0,0","213.909.536","128.215.328","21","15","2.633","1.146"
"23:40:31.796, 6 de dez de 2022","0,1","0,0","213.909.536","128.215.328","21","15","2.633","1.146"
"23:40:32.797, 6 de dez de 2022","0,1","0,0","213.909.536","129.263.904","21","15","2.633","1.146"
"23:40:33.797, 6 de dez de 2022","0,4","0,0","213.909.536","129.263.904","21","15","2.633","1.146"
"23:40:34.797, 6 de dez de 2022","0,4","0,0","213.909.536","129.263.904","21","15","2.633","1.146"
"23:40:35.798, 6 de dez de 2022","0,1","0,0","213.909.536","129.263.904","21","15","2.633","1.146"
"23:40:36.798, 6 de dez de 2022","0,1","0,0","213.909.536","129.263.904","21","15","2.633","1.146"
"23:40:37.798, 6 de dez de 2022","0,1","0,0","213.909.536","4.446.728","21","15","2.633","1.146"
"23:40:38.798, 6 de dez de 2022","0,7","0,0","213.909.536","15.981.064","53","14","2.635","1.146"
"23:40:39.799, 6 de dez de 2022","4,7","0,1","256.901.152","51.399.184","72","14","2.635","1.146"
"23:40:40.799, 6 de dez de 2022","3,2","0,0","256.901.152","119.569.664","73","14","2.635","1.146"
"23:40:41.799, 6 de dez de 2022","6,8","0,1","308.281.376","46.271.168","73","14","2.637","1.146"
"23:40:42.800, 6 de dez de 2022","5,2","0,0","308.281.376","128.029.200","73","14","2.637","1.146"
"23:40:43.800, 6 de dez de 2022","2,6","0,0","308.281.376","161.569.976","73","14","2.637","1.146"
"23:40:44.800, 6 de dez de 2022","0,6","0,0","308.281.376","161.569.976","73","14","2.637","1.146"
"23:40:45.801, 6 de dez de 2022","0,1","0,0","308.281.376","162.618.552","73","14","2.637","1.146"
"23:40:46.801, 6 de dez de 2022","0,1","0,0","308.281.376","163.667.128","73","14","2.637","1.146"
"23:40:47.801, 6 de dez de 2022","0,2","0,0","308.281.376","163.667.128","73","14","2.637","1.146"
"23:40:48.801, 6 de dez de 2022","0,1","0,0","308.281.376","163.667.128","73","14","2.637","1.146"
"23:40:49.802, 6 de dez de 2022","0,1","0,0","308.281.376","163.667.128","73","14","2.637","1.146"
"23:40:50.802, 6 de dez de 2022","0,1","0,0","308.281.376","164.715.704","73","14","2.637","1.146"
"23:40:51.802, 6 de dez de 2022","0,2","0,0","308.281.376","164.715.704","73","14","2.637","1.146"
"23:40:52.803, 6 de dez de 2022","0,1","0,0","308.281.376","164.715.704","73","14","2.637","1.146"
"23:40:53.803, 6 de dez de 2022","0,1","0,0","308.281.376","165.764.280","73","14","2.637","1.146"
"23:40:54.804, 6 de dez de 2022","0,1","0,0","308.281.376","165.764.280","73","14","2.637","1.146"
"23:40:55.804, 6 de dez de 2022","0,2","0,0","308.281.376","165.764.280","73","14","2.637","1.146"
"23:40:56.804, 6 de dez de 2022","0,1","0,0","308.281.376","166.812.856","73","14","2.637","1.146"
"23:40:57.805, 6 de dez de 2022","0,1","0,0","308.281.376","166.812.856","73","14","2.637","1.146"
"23:40:58.805, 6 de dez de 2022","0,1","0,0","308.281.376","166.812.856","73","14","2.637","1.146"
"23:40:59.805, 6 de dez de 2022","0,2","0,0","308.281.376","167.861.432","73","14","2.637","1.146"
"23:41:00.805, 6 de dez de 2022","0,2","0,0","308.281.376","167.861.432","73","14","2.637","1.146"
"23:41:01.806, 6 de dez de 2022","0,2","0,0","308.281.376","167.861.432","73","14","2.637","1.146"
"23:41:02.806, 6 de dez de 2022","2,6","0,0","308.281.376","167.861.432","73","14","2.637","1.146"
"23:41:03.806, 6 de dez de 2022","0,2","0,0","308.281.376","168.910.008","73","14","2.637","1.146"
"23:41:04.807, 6 de dez de 2022","0,1","0,0","308.281.376","168.910.008","73","14","2.637","1.146"
"23:41:05.807, 6 de dez de 2022","0,1","0,0","308.281.376","168.910.008","73","14","2.637","1.146"
"23:41:06.807, 6 de dez de 2022","0,2","0,0","308.281.376","169.958.584","73","14","2.637","1.146"
"23:41:07.808, 6 de dez de 2022","0,0","0,0","308.281.376","169.958.584","73","14","2.637","1.146"
"23:41:08.808, 6 de dez de 2022","0,2","0,0","308.281.376","169.958.584","73","14","2.637","1.146"
"23:41:09.808, 6 de dez de 2022","0,1","0,0","308.281.376","171.007.160","73","14","2.637","1.146"
"23:41:10.809, 6 de dez de 2022","0,9","0,0","308.281.376","171.007.160","73","14","2.637","1.146"
"23:41:11.809, 6 de dez de 2022","0,1","0,0","308.281.376","171.007.160","73","14","2.637","1.146"
"23:41:12.809, 6 de dez de 2022","0,2","0,0","308.281.376","171.007.160","73","14","2.637","1.146"
"23:41:13.810, 6 de dez de 2022","0,0","0,0","308.281.376","172.055.736","73","14","2.637","1.146"
"23:41:14.810, 6 de dez de 2022","0,2","0,0","308.281.376","172.055.736","73","14","2.637","1.146"
"23:41:15.810, 6 de dez de 2022","0,1","0,0","308.281.376","172.055.736","73","14","2.637","1.146"
"23:41:16.811, 6 de dez de 2022","0,2","0,0","308.281.376","173.104.312","73","14","2.637","1.146"
"23:41:17.811, 6 de dez de 2022","0,2","0,0","308.281.376","173.104.312","73","14","2.637","1.146"
"23:41:18.811, 6 de dez de 2022","0,0","0,0","308.281.376","173.104.312","73","14","2.637","1.146"
"23:41:19.812, 6 de dez de 2022","0,2","0,0","308.281.376","174.152.888","73","14","2.637","1.146"
"23:41:20.812, 6 de dez de 2022","0,1","0,0","308.281.376","174.152.888","73","14","2.637","1.146"
"23:41:21.812, 6 de dez de 2022","0,1","0,0","308.281.376","174.152.888","73","14","2.637","1.146"
"23:41:22.813, 6 de dez de 2022","0,3","0,0","308.281.376","175.201.464","73","14","2.637","1.146"
"23:41:23.813, 6 de dez de 2022","0,8","0,0","308.281.376","175.201.464","73","14","2.637","1.146"
"23:41:24.813, 6 de dez de 2022","0,1","0,0","308.281.376","175.201.464","73","14","2.637","1.146"
"23:41:25.814, 6 de dez de 2022","0,1","0,0","308.281.376","175.201.464","73","14","2.637","1.146"
"23:41:26.814, 6 de dez de 2022","0,1","0,0","308.281.376","176.250.040","73","14","2.637","1.146"
"23:41:27.814, 6 de dez de 2022","0,6","0,0","308.281.376","176.250.040","73","14","2.637","1.146"
"23:41:28.815, 6 de dez de 2022","0,3","0,0","308.281.376","176.250.040","73","14","2.637","1.146"
"23:41:29.815, 6 de dez de 2022","0,1","0,0","308.281.376","177.298.616","73","14","2.637","1.146"
"23:41:30.815, 6 de dez de 2022","0,2","0,0","308.281.376","177.298.616","73","14","2.637","1.146"
"23:41:31.816, 6 de dez de 2022","0,1","0,0","308.281.376","177.298.616","73","14","2.637","1.146"
"23:41:32.816, 6 de dez de 2022","0,1","0,0","308.281.376","178.347.192","73","14","2.637","1.146"
"23:41:33.816, 6 de dez de 2022","0,2","0,0","308.281.376","178.347.192","73","14","2.637","1.146"
"23:41:34.816, 6 de dez de 2022","0,1","0,0","308.281.376","178.347.192","73","14","2.637","1.146"
"23:41:35.817, 6 de dez de 2022","0,0","0,0","308.281.376","179.395.768","73","14","2.637","1.146"
"23:41:36.817, 6 de dez de 2022","0,1","0,0","308.281.376","179.395.768","73","14","2.637","1.146"
"23:41:37.817, 6 de dez de 2022","0,3","0,0","308.281.376","179.395.768","73","14","2.637","1.146"
"23:41:38.818, 6 de dez de 2022","0,1","0,0","308.281.376","180.444.344","73","14","2.637","1.146"
"23:41:39.818, 6 de dez de 2022","0,1","0,0","308.281.376","180.444.344","73","14","2.637","1.146"
"23:41:40.818, 6 de dez de 2022","0,3","0,0","308.281.376","180.444.344","73","14","2.637","1.146"
"23:41:41.819, 6 de dez de 2022","1,4","0,0","308.281.376","181.492.920","73","14","2.637","1.146"
"23:41:42.819, 6 de dez de 2022","0,4","0,0","308.281.376","181.492.920","73","14","2.637","1.146"
"23:41:43.819, 6 de dez de 2022","0,3","0,0","308.281.376","181.492.920","35","14","2.637","1.146"
"23:41:44.820, 6 de dez de 2022","0,3","0,0","308.281.376","181.492.920","20","14","2.638","1.146"
"23:41:45.820, 6 de dez de 2022","0,1","0,0","308.281.376","181.492.920","20","14","2.638","1.146"
"23:41:46.820, 6 de dez de 2022","0,1","0,0","308.281.376","182.541.496","20","14","2.638","1.146"
"23:41:47.820, 6 de dez de 2022","0,1","0,0","308.281.376","182.541.496","20","14","2.638","1.146"
"23:41:48.821, 6 de dez de 2022","0,1","0,0","308.281.376","182.541.496","20","14","2.638","1.146"
"23:41:49.821, 6 de dez de 2022","0,1","0,0","308.281.376","182.541.496","20","14","2.638","1.146"
"23:41:50.821, 6 de dez de 2022","0,0","0,0","308.281.376","182.541.496","20","14","2.638","1.146"
"23:41:51.822, 6 de dez de 2022","0,2","0,0","308.281.376","182.541.496","20","14","2.638","1.146"
"23:41:52.822, 6 de dez de 2022","0,0","0,0","308.281.376","182.541.496","20","14","2.638","1.146"
"23:41:53.822, 6 de dez de 2022","0,1","0,0","308.281.376","183.590.072","20","14","2.638","1.146"
"23:41:54.823, 6 de dez de 2022","0,1","0,0","308.281.376","183.590.072","20","14","2.638","1.146"
"23:41:55.823, 6 de dez de 2022","0,1","0,0","308.281.376","183.590.072","20","14","2.638","1.146"
"23:41:56.823, 6 de dez de 2022","0,2","0,0","308.281.376","183.590.072","20","14","2.638","1.146"
"23:41:57.824, 6 de dez de 2022","0,0","0,0","308.281.376","183.590.072","20","14","2.638","1.146"
"23:41:58.824, 6 de dez de 2022","0,1","0,0","308.281.376","183.590.072","20","14","2.638","1.146"
"23:41:59.824, 6 de dez de 2022","0,1","0,0","308.281.376","183.590.072","20","14","2.638","1.146"
"23:42:00.825, 6 de dez de 2022","0,0","0,0","308.281.376","184.638.648","20","14","2.638","1.146"
"23:42:01.825, 6 de dez de 2022","0,2","0,0","308.281.376","184.638.648","20","14","2.638","1.146"
"23:42:02.825, 6 de dez de 2022","0,1","0,0","308.281.376","184.638.648","20","14","2.638","1.146"
"23:42:03.825, 6 de dez de 2022","0,0","0,0","308.281.376","184.638.648","20","14","2.638","1.146"
"23:42:04.826, 6 de dez de 2022","0,2","0,0","308.281.376","184.638.648","20","14","2.638","1.146"
"23:42:05.826, 6 de dez de 2022","0,0","0,0","308.281.376","184.638.648","20","14","2.638","1.146"
"23:42:06.826, 6 de dez de 2022","0,2","0,0","308.281.376","184.638.648","20","14","2.638","1.146"
"23:42:07.827, 6 de dez de 2022","0,0","0,0","308.281.376","184.638.648","20","14","2.638","1.146"
"23:42:08.827, 6 de dez de 2022","0,1","0,0","308.281.376","185.687.224","20","14","2.638","1.146"
"23:42:09.827, 6 de dez de 2022","0,2","0,0","308.281.376","185.687.224","20","14","2.638","1.146"
"23:42:10.828, 6 de dez de 2022","0,0","0,0","308.281.376","185.687.224","20","14","2.638","1.146"
"23:42:11.828, 6 de dez de 2022","0,2","0,0","308.281.376","185.687.224","20","14","2.638","1.146"
"23:42:12.828, 6 de dez de 2022","0,1","0,0","308.281.376","185.687.224","20","14","2.638","1.146"
"23:42:13.829, 6 de dez de 2022","0,1","0,0","308.281.376","185.687.224","20","14","2.638","1.146"
"23:42:14.829, 6 de dez de 2022","0,0","0,0","308.281.376","185.687.224","20","14","2.638","1.146"
"23:42:15.829, 6 de dez de 2022","0,1","0,0","308.281.376","186.735.800","20","14","2.638","1.146"
"23:42:16.830, 6 de dez de 2022","0,1","0,0","308.281.376","186.735.800","20","14","2.638","1.146"
"23:42:17.830, 6 de dez de 2022","0,1","0,0","308.281.376","186.735.800","20","14","2.638","1.146"
"23:42:18.830, 6 de dez de 2022","0,1","0,0","308.281.376","186.735.800","20","14","2.638","1.146"
"23:42:19.831, 6 de dez de 2022","0,0","0,0","308.281.376","186.735.800","20","14","2.638","1.146"
"23:42:20.831, 6 de dez de 2022","0,2","0,0","308.281.376","186.735.800","20","14","2.638","1.146"
"23:42:21.831, 6 de dez de 2022","0,0","0,0","308.281.376","186.735.800","20","14","2.638","1.146"
"23:42:22.832, 6 de dez de 2022","0,1","0,0","308.281.376","187.784.376","20","14","2.638","1.146"
"23:42:23.832, 6 de dez de 2022","0,1","0,0","308.281.376","187.784.376","20","14","2.638","1.146"
"23:42:24.832, 6 de dez de 2022","0,1","0,0","308.281.376","187.784.376","20","14","2.638","1.146"
"23:42:25.833, 6 de dez de 2022","0,1","0,0","308.281.376","187.784.376","20","14","2.638","1.146"
"23:42:26.833, 6 de dez de 2022","0,0","0,0","308.281.376","187.784.376","20","14","2.638","1.146"
"23:42:27.833, 6 de dez de 2022","0,1","0,0","308.281.376","187.784.376","20","14","2.638","1.146"
"23:42:28.833, 6 de dez de 2022","0,2","0,0","308.281.376","187.784.376","20","14","2.638","1.146"
"23:42:29.834, 6 de dez de 2022","0,1","0,0","308.281.376","187.784.376","20","14","2.638","1.146"
"23:42:30.834, 6 de dez de 2022","0,1","0,0","308.281.376","5.898.632","20","14","2.638","1.146"
"23:42:31.834, 6 de dez de 2022","0,1","0,0","308.281.376","5.898.632","20","14","2.638","1.146"
"23:42:32.835, 6 de dez de 2022","0,1","0,0","308.281.376","5.898.632","20","14","2.638","1.146"
"23:42:33.835, 6 de dez de 2022","0,1","0,0","308.281.376","5.898.632","20","14","2.638","1.146"
"23:42:34.835, 6 de dez de 2022","0,2","0,0","308.281.376","5.898.632","20","14","2.638","1.146"
"23:42:35.836, 6 de dez de 2022","0,1","0,0","308.281.376","5.898.632","20","14","2.638","1.146"
"23:42:36.836, 6 de dez de 2022","0,1","0,0","308.281.376","6.947.208","20","14","2.638","1.146"
"23:42:37.836, 6 de dez de 2022","0,1","0,0","308.281.376","6.947.208","20","14","2.638","1.146"
"23:42:38.837, 6 de dez de 2022","0,1","0,0","308.281.376","6.947.208","20","14","2.638","1.146"
"23:42:39.837, 6 de dez de 2022","0,1","0,0","308.281.376","6.947.208","20","14","2.638","1.146"
"23:42:40.837, 6 de dez de 2022","0,0","0,0","308.281.376","6.947.208","20","14","2.638","1.146"
"23:42:41.838, 6 de dez de 2022","0,1","0,0","308.281.376","6.947.208","20","14","2.638","1.146"
"23:42:42.838, 6 de dez de 2022","0,1","0,0","308.281.376","6.947.208","20","14","2.638","1.146"
"23:42:43.838, 6 de dez de 2022","0,3","0,0","308.281.376","7.995.784","20","14","2.638","1.146"
