"Time [ms]","CPU usage [%]","GC activity [%]","Size [B]","Used [B]","Live","Daemon","Total loaded","Shared loaded"
"23:47:07.924, 6 de dez de 2022","0,2","0,0","308.281.376","133.627.440","21","15","2.639","1.146"
"23:47:08.924, 6 de dez de 2022","0,1","0,0","308.281.376","133.627.440","21","15","2.639","1.146"
"23:47:09.924, 6 de dez de 2022","0,0","0,0","308.281.376","133.627.440","21","15","2.639","1.146"
"23:47:10.925, 6 de dez de 2022","0,1","0,0","308.281.376","133.627.440","21","15","2.639","1.146"
"23:47:11.925, 6 de dez de 2022","0,1","0,0","308.281.376","133.627.440","21","15","2.639","1.146"
"23:47:12.925, 6 de dez de 2022","0,1","0,0","308.281.376","134.676.016","21","15","2.639","1.146"
"23:47:13.926, 6 de dez de 2022","0,1","0,0","308.281.376","134.676.016","21","15","2.639","1.146"
"23:47:14.926, 6 de dez de 2022","0,1","0,0","308.281.376","134.676.016","21","15","2.639","1.146"
"23:47:15.926, 6 de dez de 2022","0,0","0,0","308.281.376","134.676.016","21","15","2.639","1.146"
"23:47:16.927, 6 de dez de 2022","0,2","0,0","308.281.376","134.676.016","21","15","2.639","1.146"
"23:47:17.927, 6 de dez de 2022","0,0","0,0","308.281.376","134.676.016","21","15","2.639","1.146"
"23:47:18.927, 6 de dez de 2022","0,1","0,0","308.281.376","134.676.016","21","15","2.639","1.146"
"23:47:19.928, 6 de dez de 2022","0,1","0,0","308.281.376","135.724.592","21","15","2.639","1.146"
"23:47:20.928, 6 de dez de 2022","0,1","0,0","308.281.376","135.724.592","21","15","2.639","1.146"
"23:47:21.928, 6 de dez de 2022","0,1","0,0","308.281.376","135.724.592","21","15","2.639","1.146"
"23:47:22.929, 6 de dez de 2022","0,1","0,0","308.281.376","135.724.592","21","15","2.639","1.146"
"23:47:23.929, 6 de dez de 2022","0,0","0,0","308.281.376","135.724.592","21","15","2.639","1.146"
"23:47:24.929, 6 de dez de 2022","0,1","0,0","308.281.376","135.724.592","21","15","2.639","1.146"
"23:47:25.929, 6 de dez de 2022","0,1","0,0","308.281.376","135.724.592","21","15","2.639","1.146"
"23:47:26.930, 6 de dez de 2022","0,2","0,0","308.281.376","135.724.592","21","15","2.639","1.146"
"23:47:27.930, 6 de dez de 2022","0,1","0,0","308.281.376","136.773.168","21","15","2.639","1.146"
"23:47:28.930, 6 de dez de 2022","0,0","0,0","308.281.376","136.773.168","21","15","2.639","1.146"
"23:47:29.931, 6 de dez de 2022","0,1","0,0","308.281.376","136.773.168","21","15","2.639","1.146"
"23:47:30.931, 6 de dez de 2022","0,1","0,0","308.281.376","136.773.168","21","15","2.639","1.146"
"23:47:31.931, 6 de dez de 2022","0,1","0,0","308.281.376","136.773.168","21","15","2.639","1.146"
"23:47:32.932, 6 de dez de 2022","0,1","0,0","308.281.376","136.773.168","21","15","2.639","1.146"
"23:47:33.932, 6 de dez de 2022","0,1","0,0","308.281.376","136.773.168","21","15","2.639","1.146"
"23:47:34.932, 6 de dez de 2022","0,1","0,0","308.281.376","137.821.744","21","15","2.639","1.146"
"23:47:35.933, 6 de dez de 2022","0,0","0,0","308.281.376","137.821.744","21","15","2.639","1.146"
"23:47:36.933, 6 de dez de 2022","0,1","0,0","308.281.376","137.821.744","21","15","2.639","1.146"
"23:47:37.933, 6 de dez de 2022","0,2","0,0","308.281.376","137.821.744","21","15","2.639","1.146"
"23:47:38.934, 6 de dez de 2022","0,0","0,0","308.281.376","137.821.744","21","15","2.639","1.146"
"23:47:39.934, 6 de dez de 2022","0,1","0,0","308.281.376","137.821.744","21","15","2.639","1.146"
"23:47:40.934, 6 de dez de 2022","0,0","0,0","308.281.376","137.821.744","21","15","2.639","1.146"
"23:47:41.935, 6 de dez de 2022","0,1","0,0","308.281.376","137.821.744","21","15","2.639","1.146"
"23:47:42.935, 6 de dez de 2022","0,2","0,0","308.281.376","138.870.320","21","15","2.639","1.146"
"23:47:43.935, 6 de dez de 2022","0,1","0,0","308.281.376","138.870.320","21","15","2.639","1.146"
"23:47:44.936, 6 de dez de 2022","0,0","0,0","308.281.376","138.870.320","21","15","2.639","1.146"
"23:47:45.936, 6 de dez de 2022","0,1","0,0","308.281.376","138.870.320","21","15","2.639","1.146"
"23:47:46.936, 6 de dez de 2022","0,2","0,0","308.281.376","138.870.320","21","15","2.639","1.146"
"23:47:47.937, 6 de dez de 2022","0,0","0,0","308.281.376","138.870.320","21","15","2.639","1.146"
"23:47:48.937, 6 de dez de 2022","0,2","0,0","308.281.376","138.870.320","21","15","2.639","1.146"
"23:47:49.937, 6 de dez de 2022","0,2","0,0","308.281.376","139.918.896","21","15","2.639","1.146"
"23:47:50.937, 6 de dez de 2022","0,1","0,0","308.281.376","139.918.896","21","15","2.639","1.146"
"23:47:51.938, 6 de dez de 2022","0,1","0,0","308.281.376","139.918.896","21","15","2.639","1.146"
"23:47:52.938, 6 de dez de 2022","0,1","0,0","308.281.376","139.918.896","21","15","2.639","1.146"
"23:47:53.938, 6 de dez de 2022","0,2","0,0","308.281.376","139.918.896","21","15","2.639","1.146"
"23:47:54.938, 6 de dez de 2022","0,0","0,0","308.281.376","139.918.896","21","15","2.639","1.146"
"23:47:55.939, 6 de dez de 2022","0,1","0,0","308.281.376","139.918.896","21","15","2.639","1.146"
"23:47:56.939, 6 de dez de 2022","0,1","0,0","308.281.376","139.918.896","21","15","2.639","1.146"
"23:47:57.939, 6 de dez de 2022","0,1","0,0","308.281.376","140.967.472","21","15","2.639","1.146"
"23:47:58.940, 6 de dez de 2022","0,1","0,0","308.281.376","140.967.472","21","15","2.639","1.146"
"23:47:59.940, 6 de dez de 2022","0,0","0,0","308.281.376","140.967.472","21","15","2.639","1.146"
"23:48:00.940, 6 de dez de 2022","0,1","0,0","308.281.376","140.967.472","21","15","2.639","1.146"
"23:48:01.941, 6 de dez de 2022","0,1","0,0","308.281.376","140.967.472","21","15","2.639","1.146"
"23:48:02.941, 6 de dez de 2022","0,1","0,0","308.281.376","140.967.472","21","15","2.639","1.146"
"23:48:03.941, 6 de dez de 2022","0,0","0,0","308.281.376","140.967.472","21","15","2.639","1.146"
"23:48:04.942, 6 de dez de 2022","0,1","0,0","308.281.376","142.016.048","21","15","2.639","1.146"
"23:48:05.942, 6 de dez de 2022","0,2","0,0","308.281.376","142.016.048","21","15","2.639","1.146"
"23:48:06.942, 6 de dez de 2022","0,0","0,0","308.281.376","142.016.048","21","15","2.639","1.146"
"23:48:07.943, 6 de dez de 2022","0,2","0,0","308.281.376","142.016.048","21","15","2.639","1.146"
"23:48:08.943, 6 de dez de 2022","0,1","0,0","308.281.376","142.016.048","21","15","2.639","1.146"
"23:48:09.943, 6 de dez de 2022","0,0","0,0","308.281.376","142.016.048","21","15","2.639","1.146"
"23:48:10.944, 6 de dez de 2022","0,1","0,0","308.281.376","142.016.048","21","15","2.639","1.146"
"23:48:11.944, 6 de dez de 2022","0,1","0,0","308.281.376","142.016.048","21","15","2.639","1.146"
"23:48:12.944, 6 de dez de 2022","0,1","0,0","308.281.376","143.064.624","21","15","2.639","1.146"
"23:48:13.945, 6 de dez de 2022","0,1","0,0","308.281.376","143.064.624","21","15","2.639","1.146"
"23:48:14.945, 6 de dez de 2022","0,0","0,0","308.281.376","143.064.624","21","15","2.639","1.146"
"23:48:15.945, 6 de dez de 2022","0,2","0,0","308.281.376","143.064.624","21","15","2.639","1.146"
"23:48:16.946, 6 de dez de 2022","0,0","0,0","308.281.376","143.064.624","21","15","2.639","1.146"
"23:48:17.946, 6 de dez de 2022","0,4","0,0","308.281.376","143.064.624","21","15","2.639","1.146"
"23:48:18.946, 6 de dez de 2022","0,1","0,0","308.281.376","143.064.624","21","15","2.639","1.146"
"23:48:19.947, 6 de dez de 2022","0,2","0,0","308.281.376","144.113.200","21","15","2.639","1.146"
"23:48:20.947, 6 de dez de 2022","0,1","0,0","308.281.376","144.113.200","21","15","2.639","1.146"
"23:48:21.947, 6 de dez de 2022","0,0","0,0","308.281.376","144.113.200","21","15","2.639","1.146"
"23:48:22.948, 6 de dez de 2022","0,1","0,0","308.281.376","144.113.200","21","15","2.639","1.146"
"23:48:23.948, 6 de dez de 2022","0,1","0,0","308.281.376","144.113.200","21","15","2.639","1.146"
"23:48:24.948, 6 de dez de 2022","0,1","0,0","308.281.376","144.113.200","21","15","2.639","1.146"
"23:48:25.949, 6 de dez de 2022","0,1","0,0","308.281.376","144.113.200","21","15","2.639","1.146"
"23:48:26.949, 6 de dez de 2022","0,0","0,0","308.281.376","144.113.200","21","15","2.639","1.146"
"23:48:27.949, 6 de dez de 2022","0,1","0,0","308.281.376","145.161.776","21","15","2.639","1.146"
"23:48:28.950, 6 de dez de 2022","0,1","0,0","308.281.376","145.161.776","21","15","2.639","1.146"
"23:48:29.950, 6 de dez de 2022","0,1","0,0","308.281.376","145.161.776","21","15","2.639","1.146"
"23:48:30.950, 6 de dez de 2022","0,1","0,0","308.281.376","145.161.776","21","15","2.639","1.146"
"23:48:31.951, 6 de dez de 2022","0,1","0,0","308.281.376","145.161.776","21","15","2.639","1.146"
"23:48:32.951, 6 de dez de 2022","0,1","0,0","308.281.376","145.161.776","21","15","2.639","1.146"
"23:48:33.951, 6 de dez de 2022","0,1","0,0","308.281.376","145.161.776","21","15","2.639","1.146"
"23:48:34.951, 6 de dez de 2022","0,1","0,0","308.281.376","146.210.352","21","15","2.639","1.146"
"23:48:35.952, 6 de dez de 2022","0,1","0,0","308.281.376","146.210.352","21","15","2.639","1.146"
"23:48:36.952, 6 de dez de 2022","0,0","0,0","308.281.376","146.210.352","21","15","2.639","1.146"
"23:48:37.952, 6 de dez de 2022","0,1","0,0","308.281.376","146.210.352","21","15","2.639","1.146"
"23:48:38.953, 6 de dez de 2022","0,2","0,0","308.281.376","146.210.352","21","15","2.639","1.146"
"23:48:39.953, 6 de dez de 2022","0,4","0,0","308.281.376","146.210.352","21","15","2.639","1.146"
"23:48:40.953, 6 de dez de 2022","0,1","0,0","308.281.376","146.210.352","21","15","2.639","1.146"
"23:48:41.954, 6 de dez de 2022","0,1","0,0","308.281.376","146.210.352","21","15","2.639","1.146"
"23:48:42.954, 6 de dez de 2022","0,0","0,0","308.281.376","147.258.928","21","15","2.639","1.146"
"23:48:43.954, 6 de dez de 2022","0,1","0,0","308.281.376","147.258.928","21","15","2.639","1.146"
"23:48:44.955, 6 de dez de 2022","0,4","0,0","308.281.376","147.258.928","21","15","2.639","1.146"
"23:48:45.955, 6 de dez de 2022","0,2","0,0","308.281.376","147.258.928","21","15","2.639","1.146"
"23:48:46.970, 6 de dez de 2022","0,0","0,0","308.281.376","148.307.504","22","16","2.639","1.146"
"23:48:47.956, 6 de dez de 2022","0,1","0,0","308.281.376","148.307.504","22","16","2.639","1.146"
"23:48:48.956, 6 de dez de 2022","0,0","0,0","308.281.376","148.307.504","22","16","2.639","1.146"
"23:48:49.956, 6 de dez de 2022","0,1","0,0","308.281.376","148.307.504","22","16","2.639","1.146"
