tipo;qual execução;hora;cpu;dado1;reservada;utilizada;total loaded;Shared loaded;threads;daemon
Virtual Threads;VT6;21:14:51.126, 30 de jun. de 2023;47,6;0;2452619264;1549863264;4167;0;27;24
Virtual Threads;VT6;21:14:52.126, 30 de jun. de 2023;51,3;0;2452619264;1591023992;4167;0;27;24
Virtual Threads;VT6;21:14:53.126, 30 de jun. de 2023;48;0;2452619264;1631755256;4167;0;27;24
Virtual Threads;VT6;21:14:54.126, 30 de jun. de 2023;52,7;0,1;2452619264;1204175656;4167;0;27;24
Virtual Threads;VT6;21:14:55.127, 30 de jun. de 2023;47,7;0;2452619264;1246748024;4167;0;27;24
Virtual Threads;VT6;21:14:56.127, 30 de jun. de 2023;51,6;0;2452619264;1287319024;4167;0;27;24
Virtual Threads;VT6;21:14:57.127, 30 de jun. de 2023;47,8;0;2452619264;1328300704;4167;0;27;24
Virtual Threads;VT6;21:14:58.127, 30 de jun. de 2023;51,3;0;2452619264;1369135584;4167;0;27;24
Virtual Threads;VT6;21:14:59.127, 30 de jun. de 2023;48,1;0;2452619264;1410091120;4167;0;27;24
Virtual Threads;VT6;21:15:00.127, 30 de jun. de 2023;39,5;0;2452619264;1444112928;4167;0;27;24
Virtual Threads;VT6;21:15:01.128, 30 de jun. de 2023;0,1;0;2452619264;1444549792;4167;0;27;24
Virtual Threads;VT6;21:15:02.128, 30 de jun. de 2023;0,1;0;2452619264;1444986664;4167;0;27;24
Virtual Threads;VT6;21:15:03.128, 30 de jun. de 2023;0,2;0;2452619264;1444986664;4167;0;27;24
Virtual Threads;VT6;21:15:04.128, 30 de jun. de 2023;0,1;0;2452619264;1445424520;4167;0;27;24
Virtual Threads;VT6;21:15:05.128, 30 de jun. de 2023;2,7;0;2452619264;1445861368;4167;0;27;24
Virtual Threads;VT6;21:15:06.129, 30 de jun. de 2023;0;0;2452619264;1445861368;4167;0;27;24
Virtual Threads;VT6;21:15:07.129, 30 de jun. de 2023;0,1;0;2452619264;1446299224;4167;0;27;24
Virtual Threads;VT6;21:15:08.129, 30 de jun. de 2023;0,1;0;2452619264;1446737080;4167;0;27;24
Virtual Threads;VT6;21:15:09.129, 30 de jun. de 2023;0,1;0;2452619264;1446737080;4167;0;27;24
Virtual Threads;VT6;21:15:10.130, 30 de jun. de 2023;0;0;2452619264;1447326016;4167;0;27;24
Virtual Threads;VT6;21:15:11.130, 30 de jun. de 2023;0,1;0;2452619264;1447762888;4167;0;27;24
Virtual Threads;VT6;21:15:12.130, 30 de jun. de 2023;0,1;0;2452619264;1447762888;4167;0;27;24
Virtual Threads;VT6;21:15:13.134, 30 de jun. de 2023;0,1;0;2452619264;1448199752;4167;0;27;24
Virtual Threads;VT6;21:15:14.131, 30 de jun. de 2023;0,1;0;2452619264;1448636608;4167;0;27;24
Virtual Threads;VT6;21:15:15.131, 30 de jun. de 2023;0,1;0;2452619264;1448681688;4167;0;27;24
Virtual Threads;VT6;21:15:16.131, 30 de jun. de 2023;0;0;2452619264;1449118544;4167;0;27;24
Virtual Threads;VT6;21:15:17.131, 30 de jun. de 2023;0,1;0;2452619264;1449555888;4167;0;27;24
Virtual Threads;VT6;21:15:18.132, 30 de jun. de 2023;0;0;2452619264;1449555888;4167;0;27;24
Virtual Threads;VT6;21:15:19.132, 30 de jun. de 2023;0,1;0;2452619264;1449992896;4167;0;27;24
Virtual Threads;VT6;21:15:20.132, 30 de jun. de 2023;0;0;2452619264;1449992896;4167;0;27;24
Virtual Threads;VT6;21:15:21.132, 30 de jun. de 2023;0,1;0;2452619264;1450429736;4167;0;27;24
Virtual Threads;VT6;21:15:22.132, 30 de jun. de 2023;0;0;2452619264;1450866584;4167;0;27;24
Virtual Threads;VT6;21:15:23.133, 30 de jun. de 2023;0,2;0;2452619264;1450866584;4167;0;27;24
Virtual Threads;VT6;21:15:24.133, 30 de jun. de 2023;0;0;2452619264;1451303440;4167;0;27;24
Virtual Threads;VT6;21:15:25.133, 30 de jun. de 2023;0,1;0;2452619264;1451740280;4167;0;27;24
Virtual Threads;VT6;21:15:26.133, 30 de jun. de 2023;0,1;0;2452619264;1451740280;4167;0;27;24
Virtual Threads;VT6;21:15:27.134, 30 de jun. de 2023;0,1;0;2452619264;1452177624;4167;0;27;24
Virtual Threads;VT6;21:15:28.134, 30 de jun. de 2023;0;0;2452619264;1452614472;4167;0;27;24
Virtual Threads;VT6;21:15:29.134, 30 de jun. de 2023;0,1;0;2452619264;1452614472;4167;0;27;24
Virtual Threads;VT6;21:15:30.134, 30 de jun. de 2023;0;0;2452619264;1453051816;4167;0;26;23
Virtual Threads;VT6;21:15:31.135, 30 de jun. de 2023;0,1;0;2452619264;1453489672;4167;0;26;23
Virtual Threads;VT6;21:15:32.135, 30 de jun. de 2023;0;0;2452619264;1453489672;4167;0;26;23
Virtual Threads;VT6;21:15:33.135, 30 de jun. de 2023;0,1;0;2452619264;1453926528;4167;0;26;23
Virtual Threads;VT6;21:15:34.135, 30 de jun. de 2023;1,2;0;2452619264;1454363368;4167;0;26;23
Virtual Threads;VT6;21:15:35.136, 30 de jun. de 2023;0,1;0;2452619264;1454408448;4167;0;26;23
Virtual Threads;VT6;21:15:36.136, 30 de jun. de 2023;0;0;2452619264;1454845304;4167;0;26;23
Virtual Threads;VT6;21:15:37.136, 30 de jun. de 2023;0;0;2452619264;1454845304;4167;0;26;23
Virtual Threads;VT6;21:15:38.136, 30 de jun. de 2023;0,2;0;2452619264;1455282240;4167;0;26;23
Virtual Threads;VT6;21:15:39.137, 30 de jun. de 2023;0;0;2452619264;1455719080;4167;0;26;23
Virtual Threads;VT6;21:15:40.137, 30 de jun. de 2023;0,1;0;2452619264;1455719080;4167;0;26;23
Virtual Threads;VT6;21:15:41.137, 30 de jun. de 2023;0;0;2452619264;1456155920;4167;0;26;23
Virtual Threads;VT6;21:15:42.137, 30 de jun. de 2023;0,1;0;2452619264;1456636416;4167;0;26;23
Virtual Threads;VT6;21:15:43.138, 30 de jun. de 2023;0;0;2452619264;1456680008;4167;0;26;23
Virtual Threads;VT6;21:15:44.138, 30 de jun. de 2023;0,7;0;2452619264;1457116880;4167;0;26;23
Virtual Threads;VT6;21:15:45.138, 30 de jun. de 2023;0;0;2452619264;1457554736;4167;0;26;23
Virtual Threads;VT6;21:15:46.138, 30 de jun. de 2023;0;0;2452619264;1457554736;4167;0;26;23
Virtual Threads;VT6;21:15:47.139, 30 de jun. de 2023;0,2;0;2452619264;1457991592;4167;0;26;23
Virtual Threads;VT6;21:15:48.139, 30 de jun. de 2023;0;0;2452619264;1458428936;4167;0;26;23
Virtual Threads;VT6;21:15:49.139, 30 de jun. de 2023;0;0;2452619264;1458428936;4167;0;26;23
Virtual Threads;VT6;21:15:50.139, 30 de jun. de 2023;0,1;0;2452619264;1458865792;4167;0;26;23
Virtual Threads;VT6;21:15:51.139, 30 de jun. de 2023;0,1;0;2452619264;1458865792;4167;0;26;23
Virtual Threads;VT6;21:15:52.140, 30 de jun. de 2023;0,1;0;2452619264;1459303136;4167;0;26;23
Virtual Threads;VT6;21:15:53.140, 30 de jun. de 2023;0;0;2452619264;1459740072;4167;0;26;23
Virtual Threads;VT6;21:15:54.140, 30 de jun. de 2023;0,1;0;2452619264;1459740072;4167;0;26;23
Virtual Threads;VT6;21:15:55.140, 30 de jun. de 2023;0;0;2452619264;1460176928;4167;0;26;23
Virtual Threads;VT6;21:15:56.141, 30 de jun. de 2023;0;0;2452619264;1460658856;4167;0;26;23
Virtual Threads;VT6;21:15:57.141, 30 de jun. de 2023;0,1;0;2452619264;1460658856;4167;0;26;23
Virtual Threads;VT6;21:15:58.141, 30 de jun. de 2023;0;0;2452619264;1461095712;4167;0;26;23
Virtual Threads;VT6;21:15:59.141, 30 de jun. de 2023;0,1;0;2452619264;1461533568;4167;0;26;23
Virtual Threads;VT6;21:16:00.142, 30 de jun. de 2023;0,1;0;2452619264;1461533568;4167;0;25;22
Virtual Threads;VT6;21:16:01.142, 30 de jun. de 2023;0;0;2452619264;1461970424;4167;0;25;22
Virtual Threads;VT6;21:16:02.142, 30 de jun. de 2023;0;0;2452619264;1462407256;4167;0;25;22
Virtual Threads;VT6;21:16:03.142, 30 de jun. de 2023;0,2;0;2452619264;1462559328;4167;0;25;22
Virtual Threads;VT6;21:16:04.143, 30 de jun. de 2023;0;0;2452619264;1462998976;4167;0;25;22
Virtual Threads;VT6;21:16:05.143, 30 de jun. de 2023;0,1;0;2452619264;1462998976;4167;0;25;22
Virtual Threads;VT6;21:16:06.143, 30 de jun. de 2023;0;0;2452619264;1463436832;4167;0;25;22
Virtual Threads;VT6;21:16:07.143, 30 de jun. de 2023;0,1;0;2452619264;1463874688;4167;0;25;22
Virtual Threads;VT6;21:16:08.144, 30 de jun. de 2023;0;0;2452619264;1463874688;4167;0;25;22
Virtual Threads;VT7;21:16:09.144, 30 de jun. de 2023;0,2;0;2452619264;1464311608;4167;0;25;22
Virtual Threads;VT7;21:16:10.144, 30 de jun. de 2023;3,8;0;2452619264;1482406200;4167;0;27;24
Virtual Threads;VT7;21:16:11.144, 30 de jun. de 2023;49,3;0;2452619264;1555110096;4167;0;27;24
Virtual Threads;VT7;21:16:12.144, 30 de jun. de 2023;51,6;0;2452619264;1596731264;4167;0;27;24
Virtual Threads;VT7;21:16:13.144, 30 de jun. de 2023;47,7;0;2452619264;1638829200;4167;0;27;24
Virtual Threads;VT7;21:16:14.145, 30 de jun. de 2023;52,7;0,1;2452619264;1215390408;4167;0;27;24
Virtual Threads;VT7;21:16:15.145, 30 de jun. de 2023;47,7;0;2452619264;1258757568;4167;0;27;24
Virtual Threads;VT7;21:16:16.145, 30 de jun. de 2023;51,5;0;2452619264;1299434024;4167;0;27;24
Virtual Threads;VT7;21:16:17.145, 30 de jun. de 2023;47,5;0;2452619264;1339686960;4167;0;27;24
Virtual Threads;VT7;21:16:18.145, 30 de jun. de 2023;51,7;0;2452619264;1382290952;4167;0;27;24
Virtual Threads;VT7;21:16:19.145, 30 de jun. de 2023;47,7;0;2452619264;1420866456;4167;0;27;24
Virtual Threads;VT7;21:16:20.145, 30 de jun. de 2023;46,8;0;2452619264;1461053472;4167;0;27;24
Virtual Threads;VT7;21:16:21.146, 30 de jun. de 2023;0,2;0;2452619264;1461656952;4167;0;27;24
Virtual Threads;VT7;21:16:22.146, 30 de jun. de 2023;0;0;2452619264;1462097768;4167;0;27;24
Virtual Threads;VT7;21:16:23.146, 30 de jun. de 2023;0,1;0;2452619264;1462097768;4167;0;27;24
Virtual Threads;VT7;21:16:24.146, 30 de jun. de 2023;0;0;2452619264;1462538080;4167;0;27;24
Virtual Threads;VT7;21:16:25.146, 30 de jun. de 2023;0,1;0;2452619264;1462978408;4167;0;27;24
Virtual Threads;VT7;21:16:26.147, 30 de jun. de 2023;0,1;0;2452619264;1462978408;4167;0;27;24
Virtual Threads;VT7;21:16:27.147, 30 de jun. de 2023;0;0;2452619264;1463418720;4167;0;27;24
Virtual Threads;VT7;21:16:28.147, 30 de jun. de 2023;0,1;0;2452619264;1463890080;4167;0;27;24
Virtual Threads;VT7;21:16:29.147, 30 de jun. de 2023;0;0;2452619264;1463890080;4167;0;27;24
Virtual Threads;VT7;21:16:30.148, 30 de jun. de 2023;0,1;0;2452619264;1464330408;4167;0;27;24
Virtual Threads;VT7;21:16:31.148, 30 de jun. de 2023;0,1;0;2452619264;1464330408;4167;0;27;24
Virtual Threads;VT7;21:16:32.148, 30 de jun. de 2023;0;0;2452619264;1464771736;4167;0;27;24
Virtual Threads;VT7;21:16:33.148, 30 de jun. de 2023;0,1;0;2452619264;1465212552;4167;0;27;24
Virtual Threads;VT7;21:16:34.149, 30 de jun. de 2023;0;0;2452619264;1465212552;4167;0;27;24
Virtual Threads;VT7;21:16:35.149, 30 de jun. de 2023;0,1;0;2452619264;1465652896;4167;0;27;24
Virtual Threads;VT7;21:16:36.149, 30 de jun. de 2023;0,1;0;2452619264;1466093232;4167;0;27;24
Virtual Threads;VT7;21:16:37.149, 30 de jun. de 2023;0,1;0;2452619264;1466093232;4167;0;27;24
Virtual Threads;VT7;21:16:38.150, 30 de jun. de 2023;0;0;2452619264;1466533600;4167;0;27;24
Virtual Threads;VT7;21:16:39.150, 30 de jun. de 2023;0;0;2452619264;1466974416;4167;0;27;24
Virtual Threads;VT7;21:16:40.150, 30 de jun. de 2023;0,1;0;2452619264;1466974416;4167;0;27;24
Virtual Threads;VT7;21:16:41.150, 30 de jun. de 2023;0,1;0;2452619264;1467414736;4167;0;27;24
Virtual Threads;VT7;21:16:42.150, 30 de jun. de 2023;0;0;2452619264;1467885576;4167;0;27;24
Virtual Threads;VT7;21:16:43.151, 30 de jun. de 2023;0,1;0;2452619264;1467914376;4167;0;27;24
Virtual Threads;VT7;21:16:44.151, 30 de jun. de 2023;0;0;2452619264;1468354704;4167;0;27;24
Virtual Threads;VT7;21:16:45.151, 30 de jun. de 2023;0,1;0;2452619264;1468795520;4167;0;27;24
Virtual Threads;VT7;21:16:46.155, 30 de jun. de 2023;0;0;2452619264;1468795520;4167;0;27;24
Virtual Threads;VT7;21:16:47.155, 30 de jun. de 2023;0,2;0;2452619264;1469238640;4167;0;27;24
Virtual Threads;VT7;21:16:48.156, 30 de jun. de 2023;0;0;2452619264;1469238640;4167;0;27;24
Virtual Threads;VT7;21:16:49.156, 30 de jun. de 2023;0,1;0;2452619264;1469678952;4167;0;27;24
Virtual Threads;VT7;21:16:50.156, 30 de jun. de 2023;0;0;2452619264;1470119360;4167;0;26;23
Virtual Threads;VT7;21:16:51.156, 30 de jun. de 2023;0,1;0;2452619264;1470119360;4167;0;26;23
Virtual Threads;VT7;21:16:52.156, 30 de jun. de 2023;0,1;0;2452619264;1470559768;4167;0;26;23
Virtual Threads;VT7;21:16:53.156, 30 de jun. de 2023;0,1;0;2452619264;1471029176;4167;0;26;23
Virtual Threads;VT7;21:16:54.157, 30 de jun. de 2023;0;0;2452619264;1471029176;4167;0;26;23
Virtual Threads;VT7;21:16:55.157, 30 de jun. de 2023;0,1;0;2452619264;1471469480;4167;0;26;23
Virtual Threads;VT7;21:16:56.157, 30 de jun. de 2023;0;0;2452619264;1471940432;4167;0;26;23
Virtual Threads;VT7;21:16:57.157, 30 de jun. de 2023;0,1;0;2452619264;1471940432;4167;0;26;23
Virtual Threads;VT7;21:16:58.157, 30 de jun. de 2023;0;0;2452619264;1472381088;4167;0;26;23
Virtual Threads;VT7;21:16:59.157, 30 de jun. de 2023;0;0;2452619264;1472381088;4167;0;26;23
Virtual Threads;VT7;21:17:00.158, 30 de jun. de 2023;0,1;0;2452619264;1472821400;4167;0;26;23
Virtual Threads;VT7;21:17:01.158, 30 de jun. de 2023;0,1;0;2452619264;1473261760;4167;0;26;23
Virtual Threads;VT7;21:17:02.158, 30 de jun. de 2023;0;0;2452619264;1473261760;4167;0;26;23
Virtual Threads;VT7;21:17:03.158, 30 de jun. de 2023;0,1;0;2452619264;1473730880;4167;0;26;23
Virtual Threads;VT7;21:17:04.158, 30 de jun. de 2023;0;0;2452619264;1474172208;4167;0;26;23
Virtual Threads;VT7;21:17:05.159, 30 de jun. de 2023;0,1;0;2452619264;1474172208;4167;0;26;23
Virtual Threads;VT7;21:17:06.159, 30 de jun. de 2023;0,1;0;2452619264;1474612512;4167;0;26;23
Virtual Threads;VT7;21:17:07.159, 30 de jun. de 2023;0;0;2452619264;1475053840;4167;0;26;23
Virtual Threads;VT7;21:17:08.159, 30 de jun. de 2023;0,1;0;2452619264;1475053840;4167;0;26;23
Virtual Threads;VT7;21:17:09.159, 30 de jun. de 2023;0;0;2452619264;1475494848;4167;0;26;23
Virtual Threads;VT7;21:17:10.159, 30 de jun. de 2023;0,1;0;2452619264;1475624224;4167;0;26;23
Virtual Threads;VT7;21:17:11.160, 30 de jun. de 2023;0;0;2452619264;1476065040;4167;0;26;23
Virtual Threads;VT7;21:17:12.160, 30 de jun. de 2023;0,1;0;2452619264;1476505352;4167;0;26;23
Virtual Threads;VT7;21:17:13.160, 30 de jun. de 2023;0;0;2452619264;1476534432;4167;0;26;23
Virtual Threads;VT7;21:17:14.160, 30 de jun. de 2023;0,2;0;2452619264;1476975760;4167;0;26;23
Virtual Threads;VT7;21:17:15.160, 30 de jun. de 2023;0;0;2452619264;1477416088;4167;0;26;23
Virtual Threads;VT7;21:17:16.161, 30 de jun. de 2023;0,1;0;2452619264;1477416088;4167;0;26;23
Virtual Threads;VT7;21:17:17.161, 30 de jun. de 2023;0,1;0;2452619264;1477856416;4167;0;26;23
Virtual Threads;VT7;21:17:18.161, 30 de jun. de 2023;0,1;0;2452619264;1478297232;4167;0;26;23
Virtual Threads;VT7;21:17:19.161, 30 de jun. de 2023;0;0;2452619264;1478297232;4167;0;26;23
Virtual Threads;VT7;21:17:20.161, 30 de jun. de 2023;0,1;0;2452619264;1478737552;4167;0;25;22
Virtual Threads;VT7;21:17:21.161, 30 de jun. de 2023;0;0;2452619264;1478737552;4167;0;25;22
Virtual Threads;VT7;21:17:22.162, 30 de jun. de 2023;0;0;2452619264;1479178368;4167;0;25;22
Virtual Threads;VT7;21:17:23.162, 30 de jun. de 2023;0,1;0;2452619264;1479618704;4167;0;25;22
Virtual Threads;VT7;21:17:24.162, 30 de jun. de 2023;0;0;2452619264;1479649248;4167;0;25;22
Virtual Threads;VT7;21:17:25.162, 30 de jun. de 2023;0,1;0;2452619264;1480089576;4167;0;25;22
Virtual Threads;VT7;21:17:26.162, 30 de jun. de 2023;0;0;2452619264;1480530904;4167;0;25;22
Virtual Threads;VT7;21:17:27.162, 30 de jun. de 2023;0,2;0;2452619264;1480530904;4167;0;25;22
Virtual Threads;VT7;21:17:28.163, 30 de jun. de 2023;0;0;2452619264;1480971208;4167;0;25;22
Virtual Threads;VT7;21:17:29.163, 30 de jun. de 2023;0,1;0;2452619264;1480971208;4167;0;25;22
Virtual Threads;VT7;21:17:30.163, 30 de jun. de 2023;0;0;2452619264;1481412536;4167;0;25;22
Virtual Threads;VT7;21:17:31.163, 30 de jun. de 2023;0;0;2452619264;1481853352;4167;0;25;22
Virtual Threads;VT7;21:17:32.163, 30 de jun. de 2023;0,1;0;2452619264;1481853352;4167;0;25;22
Virtual Threads;VT7;21:17:33.164, 30 de jun. de 2023;0,1;0;2452619264;1482293696;4167;0;25;22
Virtual Threads;VT7;21:17:34.164, 30 de jun. de 2023;0;0;2452619264;1482734016;4167;0;25;22
Virtual Threads;VT7;21:17:35.164, 30 de jun. de 2023;0,1;0;2452619264;1485835200;4167;0;25;22
Virtual Threads;VT7;21:17:36.164, 30 de jun. de 2023;0;0;2452619264;1486275512;4167;0;25;22
Virtual Threads;VT7;21:17:37.164, 30 de jun. de 2023;0,1;0;2452619264;1486746360;4167;0;25;22
Virtual Threads;VT7;21:17:38.164, 30 de jun. de 2023;0;0;2452619264;1486746360;4167;0;25;22
Virtual Threads;VT7;21:17:39.165, 30 de jun. de 2023;0,1;0;2452619264;1487186688;4167;0;25;22
Virtual Threads;VT7;21:17:40.165, 30 de jun. de 2023;0,1;0;2452619264;1487215512;4167;0;25;22
Virtual Threads;VT7;21:17:41.165, 30 de jun. de 2023;0,2;0;2452619264;1487685912;4167;0;25;22
Virtual Threads;VT7;21:17:42.165, 30 de jun. de 2023;0;0;2452619264;1488126224;4167;0;25;22
Virtual Threads;VT7;21:17:43.165, 30 de jun. de 2023;0,1;0;2452619264;1488126224;4167;0;25;22
Virtual Threads;VT7;21:17:44.166, 30 de jun. de 2023;0;0;2452619264;1488566568;4167;0;25;22
Virtual Threads;VT7;21:17:45.166, 30 de jun. de 2023;0;0;2452619264;1489006904;4167;0;25;22
Virtual Threads;VT7;21:17:46.166, 30 de jun. de 2023;0,1;0;2452619264;1489006904;4167;0;25;22
Virtual Threads;VT7;21:17:47.166, 30 de jun. de 2023;0;0;2452619264;1489447232;4167;0;25;22
Virtual Threads;VT7;21:17:48.166, 30 de jun. de 2023;0,1;0;2452619264;1489887544;4167;0;25;22
Virtual Threads;VT7;21:17:49.167, 30 de jun. de 2023;0,1;0;2452619264;1489887544;4167;0;25;22
Virtual Threads;VT7;21:17:50.167, 30 de jun. de 2023;0,1;0;2452619264;1490327856;4167;0;24;21
Virtual Threads;VT7;21:17:51.167, 30 de jun. de 2023;0;0;2452619264;1490358400;4167;0;24;21
Virtual Threads;VT7;21:17:52.167, 30 de jun. de 2023;0;0;2452619264;1490799728;4167;0;24;21
Virtual Threads;VT7;21:17:53.167, 30 de jun. de 2023;0,1;0;2452619264;1491241056;4167;0;24;21
Virtual Threads;VT7;21:17:54.168, 30 de jun. de 2023;0,1;0;2452619264;1491241056;4167;0;24;21
Virtual Threads;VT7;21:17:55.168, 30 de jun. de 2023;0;0;2452619264;1491681464;4167;0;24;21
Virtual Threads;VT7;21:17:56.168, 30 de jun. de 2023;0;0;2452619264;1492121784;4167;0;24;21
Virtual Threads;VT7;21:17:57.168, 30 de jun. de 2023;0,2;0;2452619264;1492121784;4167;0;24;21
Virtual Threads;VT7;21:17:58.168, 30 de jun. de 2023;0;0;2452619264;1492563496;4167;0;24;21
Virtual Threads;VT7;21:17:59.169, 30 de jun. de 2023;0;0;2452619264;1492563496;4167;0;24;21
Virtual Threads;VT7;21:18:00.169, 30 de jun. de 2023;0,1;0;2452619264;1493003808;4167;0;24;21
Virtual Threads;VT7;21:18:01.169, 30 de jun. de 2023;0;0;2452619264;1493444120;4167;0;24;21
Cached Threads;CT3;21:21:46.274, 30 de jun. de 2023;0;0;1013448704;598195712;4207;0;19;16
Cached Threads;CT3;21:21:47.274, 30 de jun. de 2023;0,1;0;1013448704;598195712;4207;0;19;16
Cached Threads;CT3;21:21:48.275, 30 de jun. de 2023;13,2;0;1013448704;639795112;4207;0;568;565
Cached Threads;CT3;21:21:49.275, 30 de jun. de 2023;49,6;0;1013448704;674122192;4207;0;711;708
Cached Threads;CT3;21:21:50.275, 30 de jun. de 2023;50,2;0;1013448704;691857256;4207;0;711;708
Cached Threads;CT3;21:21:51.275, 30 de jun. de 2023;46,3;0;1013448704;709299856;4207;0;711;708
Cached Threads;CT3;21:21:52.275, 30 de jun. de 2023;51,5;0;1013448704;726476592;4207;0;711;708
Cached Threads;CT3;21:21:53.275, 30 de jun. de 2023;46,4;0;1013448704;745585240;4207;0;711;708
Cached Threads;CT3;21:21:54.275, 30 de jun. de 2023;49,6;0;1013448704;761369744;4207;0;711;708
Cached Threads;CT3;21:21:55.275, 30 de jun. de 2023;46;0;1013448704;780771624;4207;0;711;708
Cached Threads;CT3;21:21:56.276, 30 de jun. de 2023;50,1;0;1013448704;797858864;4207;0;711;708
Cached Threads;CT3;21:21:57.276, 30 de jun. de 2023;49;0;1013448704;814692480;4207;0;711;708
Cached Threads;CT3;21:21:58.276, 30 de jun. de 2023;42;0,3;955777024;322646840;4207;0;711;708
Cached Threads;CT3;21:21:59.276, 30 de jun. de 2023;0,3;0;955777024;324830632;4207;0;711;708
Cached Threads;CT3;21:22:00.276, 30 de jun. de 2023;0,3;0;955777024;327015416;4207;0;711;708
Cached Threads;CT3;21:22:01.276, 30 de jun. de 2023;0,2;0;955777024;329200200;4207;0;711;708
Cached Threads;CT3;21:22:02.277, 30 de jun. de 2023;0,2;0;955777024;331384472;4207;0;711;708
Cached Threads;CT3;21:22:03.277, 30 de jun. de 2023;0,7;0;955777024;333569256;4207;0;711;708
Cached Threads;CT3;21:22:04.277, 30 de jun. de 2023;1,3;0;955777024;335753024;4207;0;711;708
Cached Threads;CT3;21:22:05.277, 30 de jun. de 2023;0,8;0;955777024;337937808;4207;0;711;708
Cached Threads;CT3;21:22:06.277, 30 de jun. de 2023;0,2;0;955777024;340122592;4207;0;711;708
Cached Threads;CT3;21:22:07.277, 30 de jun. de 2023;0,2;0;955777024;342306384;4207;0;711;708
Cached Threads;CT3;21:22:08.277, 30 de jun. de 2023;0,2;0;955777024;344491168;4207;0;711;708
Cached Threads;CT3;21:22:09.278, 30 de jun. de 2023;0,2;0;955777024;346675104;4207;0;711;708
Cached Threads;CT3;21:22:10.278, 30 de jun. de 2023;0,2;0;955777024;349459344;4207;0;711;708
Cached Threads;CT3;21:22:11.278, 30 de jun. de 2023;0,3;0;955777024;351643112;4207;0;711;708
Cached Threads;CT3;21:22:12.279, 30 de jun. de 2023;0,5;0;955777024;354984984;4207;0;711;708
Cached Threads;CT3;21:22:13.279, 30 de jun. de 2023;0,2;0;955777024;356142632;4207;0;711;708
Cached Threads;CT3;21:22:14.279, 30 de jun. de 2023;0,3;0;955777024;358457800;4207;0;711;708
Cached Threads;CT3;21:22:15.279, 30 de jun. de 2023;0,2;0;955777024;360773064;4207;0;711;708
Cached Threads;CT3;21:22:16.279, 30 de jun. de 2023;0,2;0;955777024;363088328;4207;0;711;708
Cached Threads;CT3;21:22:17.279, 30 de jun. de 2023;0,3;0;955777024;365403488;4207;0;711;708
Cached Threads;CT3;21:22:18.279, 30 de jun. de 2023;0,2;0;955777024;367721480;4207;0;711;708
Cached Threads;CT3;21:22:19.280, 30 de jun. de 2023;0,2;0;955777024;370059184;4207;0;711;708
Cached Threads;CT3;21:22:20.280, 30 de jun. de 2023;0,2;0;955777024;372419440;4207;0;711;708
Cached Threads;CT3;21:22:21.280, 30 de jun. de 2023;0,2;0;955777024;373577040;4207;0;711;708
Cached Threads;CT3;21:22:22.280, 30 de jun. de 2023;0,2;0;955777024;375892240;4207;0;711;708
Cached Threads;CT3;21:22:23.280, 30 de jun. de 2023;0,3;0;955777024;378207456;4207;0;711;708
Cached Threads;CT3;21:22:24.280, 30 de jun. de 2023;0,2;0;955777024;380522696;4207;0;711;708
Cached Threads;CT3;21:22:25.280, 30 de jun. de 2023;0,2;0;955777024;382837960;4207;0;711;708
Cached Threads;CT3;21:22:26.280, 30 de jun. de 2023;0,2;0;955777024;385153160;4207;0;711;708
Cached Threads;CT3;21:22:27.281, 30 de jun. de 2023;0,5;0;955777024;387479648;4207;0;711;708
Cached Threads;CT3;21:22:28.281, 30 de jun. de 2023;0,3;0;955777024;392023712;4207;0;711;708
Cached Threads;CT3;21:22:29.281, 30 de jun. de 2023;0,3;0;955777024;393181312;4207;0;711;708
Cached Threads;CT3;21:22:30.281, 30 de jun. de 2023;0,2;0;955777024;395497000;4207;0;711;708
Cached Threads;CT3;21:22:31.283, 30 de jun. de 2023;0,3;0;955777024;397812208;4207;0;711;708
Cached Threads;CT3;21:22:32.284, 30 de jun. de 2023;0,3;0;955777024;400730824;4207;0;711;708
Cached Threads;CT3;21:22:33.284, 30 de jun. de 2023;0,3;0;955777024;403091056;4207;0;711;708
Cached Threads;CT3;21:22:34.284, 30 de jun. de 2023;0,4;0;955777024;404248656;4207;0;711;708
Cached Threads;CT3;21:22:35.284, 30 de jun. de 2023;0,2;0;955777024;406564344;4207;0;711;708
Cached Threads;CT3;21:22:36.284, 30 de jun. de 2023;0,5;0;955777024;408879632;4207;0;711;708
Cached Threads;CT3;21:22:37.284, 30 de jun. de 2023;0,3;0;955777024;411194832;4207;0;711;708
Cached Threads;CT3;21:22:38.285, 30 de jun. de 2023;0,2;0;955777024;413510016;4207;0;711;708
Cached Threads;CT3;21:22:39.285, 30 de jun. de 2023;0,3;0;955777024;415847728;4207;0;711;708
Cached Threads;CT3;21:22:40.285, 30 de jun. de 2023;0,2;0;955777024;417005328;4207;0;711;708
Cached Threads;CT3;21:22:41.286, 30 de jun. de 2023;0,3;0;955777024;419320520;4207;0;711;708
Cached Threads;CT3;21:22:42.286, 30 de jun. de 2023;0,3;0;955777024;421635672;4207;0;711;708
Cached Threads;CT3;21:22:43.286, 30 de jun. de 2023;0,3;0;955777024;423973384;4207;0;711;708
Cached Threads;CT3;21:22:44.287, 30 de jun. de 2023;0,2;0;955777024;426288568;4207;0;711;708
